Frequency,Magnitue,Phase
6.53882930003788e+01,-1.03530905227155e+01,-8.41988050071972e+01
6.54033509447941e+01,-1.03547077159279e+01,-8.42194722343063e+01
6.54184123568284e+01,-1.03563258896618e+01,-8.42401390349824e+01
6.54334772372803e+01,-1.03579450438191e+01,-8.42608053954206e+01
6.54485455869486e+01,-1.03595651782957e+01,-8.42814713017798e+01
6.54636174066320e+01,-1.03611862929816e+01,-8.43021367401829e+01
6.54786926971297e+01,-1.03628083877610e+01,-8.43228016967165e+01
6.54937714592411e+01,-1.03644314625121e+01,-8.43434661574311e+01
6.55088536937654e+01,-1.03660555171072e+01,-8.43641301083408e+01
6.55239394015025e+01,-1.03676805514123e+01,-8.43847935354235e+01
6.55390285832521e+01,-1.03693065652878e+01,-8.44054564246209e+01
6.55541212398142e+01,-1.03709335585877e+01,-8.44261187618381e+01
6.55692173719891e+01,-1.03725615311600e+01,-8.44467805329438e+01
6.55843169805770e+01,-1.03741904828464e+01,-8.44674417237701e+01
6.55994200663787e+01,-1.03758204134825e+01,-8.44881023201130e+01
6.56145266301947e+01,-1.03774513228978e+01,-8.45087623077314e+01
6.56296366728262e+01,-1.03790832109154e+01,-8.45294216723479e+01
6.56447501950741e+01,-1.03807160773520e+01,-8.45500803996482e+01
6.56598671977398e+01,-1.03823499220183e+01,-8.45707384752818e+01
6.56749876816248e+01,-1.03839847447182e+01,-8.45913958848608e+01
6.56901116475307e+01,-1.03856205452495e+01,-8.46120526139609e+01
6.57052390962594e+01,-1.03872573234035e+01,-8.46327086481209e+01
6.57203700286130e+01,-1.03888950789648e+01,-8.46533639728427e+01
6.57355044453936e+01,-1.03905338117118e+01,-8.46740185735914e+01
6.57506423474038e+01,-1.03921735214162e+01,-8.46946724357949e+01
6.57657837354460e+01,-1.03938142078431e+01,-8.47153255448443e+01
6.57809286103230e+01,-1.03954558707508e+01,-8.47359778860937e+01
6.57960769728379e+01,-1.03970985098912e+01,-8.47566294448600e+01
6.58112288237938e+01,-1.03987421250094e+01,-8.47772802064229e+01
6.58263841639940e+01,-1.04003867158436e+01,-8.47979301560251e+01
6.58415429942420e+01,-1.04020322821254e+01,-8.48185792788722e+01
6.58567053153415e+01,-1.04036788235795e+01,-8.48392275601325e+01
6.58718711280965e+01,-1.04053263399237e+01,-8.48598749849367e+01
6.58870404333110e+01,-1.04069748308690e+01,-8.48805215383788e+01
6.59022132317893e+01,-1.04086242961193e+01,-8.49011672055150e+01
6.59173895243358e+01,-1.04102747353717e+01,-8.49218119713641e+01
6.59325693117551e+01,-1.04119261483160e+01,-8.49424558209079e+01
6.59477525948521e+01,-1.04135785346352e+01,-8.49630987390904e+01
6.59629393744317e+01,-1.04152318940050e+01,-8.49837407108182e+01
6.59781296512992e+01,-1.04168862260942e+01,-8.50043817209604e+01
6.59933234262599e+01,-1.04185415305641e+01,-8.50250217543485e+01
6.60085207001194e+01,-1.04201978070690e+01,-8.50456607957766e+01
6.60237214736835e+01,-1.04218550552557e+01,-8.50662988300009e+01
6.60389257477580e+01,-1.04235132747640e+01,-8.50869358417402e+01
6.60541335231490e+01,-1.04251724652261e+01,-8.51075718156756e+01
6.60693448006629e+01,-1.04268326262669e+01,-8.51282067364501e+01
6.60845595811062e+01,-1.04284937575038e+01,-8.51488405886694e+01
6.60997778652856e+01,-1.04301558585468e+01,-8.51694733569014e+01
6.61149996540078e+01,-1.04318189289983e+01,-8.51901050256760e+01
6.61302249480799e+01,-1.04334829684532e+01,-8.52107355794854e+01
6.61454537483092e+01,-1.04351479764987e+01,-8.52313650027838e+01
6.61606860555031e+01,-1.04368139527144e+01,-8.52519932799876e+01
6.61759218704692e+01,-1.04384808966722e+01,-8.52726203954754e+01
6.61911611940152e+01,-1.04401488079363e+01,-8.52932463335876e+01
6.62064040269492e+01,-1.04418176860630e+01,-8.53138710786269e+01
6.62216503700793e+01,-1.04434875306009e+01,-8.53344946148578e+01
6.62369002242138e+01,-1.04451583410907e+01,-8.53551169265069e+01
6.62521535901613e+01,-1.04468301170650e+01,-8.53757379977628e+01
6.62674104687305e+01,-1.04485028580487e+01,-8.53963578127757e+01
6.62826708607303e+01,-1.04501765635586e+01,-8.54169763556582e+01
6.62979347669697e+01,-1.04518512331033e+01,-8.54375936104846e+01
6.63132021882582e+01,-1.04535268661836e+01,-8.54582095612907e+01
6.63284731254051e+01,-1.04552034622918e+01,-8.54788241920747e+01
6.63437475792200e+01,-1.04568810209122e+01,-8.54994374867964e+01
6.63590255505129e+01,-1.04585595415210e+01,-8.55200494293773e+01
6.63743070400937e+01,-1.04602390235857e+01,-8.55406600037007e+01
6.63895920487726e+01,-1.04619194665660e+01,-8.55612691936119e+01
6.64048805773601e+01,-1.04636008699128e+01,-8.55818769829178e+01
6.64201726266667e+01,-1.04652832330687e+01,-8.56024833553869e+01
6.64354681975033e+01,-1.04669665554679e+01,-8.56230882947497e+01
6.64507672906806e+01,-1.04686508365361e+01,-8.56436917846981e+01
6.64660699070100e+01,-1.04703360756902e+01,-8.56642938088858e+01
6.64813760473026e+01,-1.04720222723387e+01,-8.56848943509283e+01
6.64966857123701e+01,-1.04737094258815e+01,-8.57054933944026e+01
6.65119989030242e+01,-1.04753975357095e+01,-8.57260909228475e+01
6.65273156200766e+01,-1.04770866012051e+01,-8.57466869197633e+01
6.65426358643396e+01,-1.04787766217416e+01,-8.57672813686119e+01
6.65579596366254e+01,-1.04804675966839e+01,-8.57878742528170e+01
6.65732869377463e+01,-1.04821595253875e+01,-8.58084655557637e+01
6.65886177685152e+01,-1.04838524071992e+01,-8.58290552607987e+01
6.66039521297447e+01,-1.04855462414568e+01,-8.58496433512305e+01
6.66192900222479e+01,-1.04872410274889e+01,-8.58702298103290e+01
6.66346314468380e+01,-1.04889367646151e+01,-8.58908146213257e+01
6.66499764043284e+01,-1.04906334521457e+01,-8.59113977674138e+01
6.66653248955326e+01,-1.04923310893820e+01,-8.59319792317478e+01
6.66806769212645e+01,-1.04940296756159e+01,-8.59525589974441e+01
6.66960324823379e+01,-1.04957292101298e+01,-8.59731370475804e+01
6.67113915795670e+01,-1.04974296921972e+01,-8.59937133651960e+01
6.67267542137662e+01,-1.04991311210817e+01,-8.60142879332919e+01
6.67421203857498e+01,-1.05008334960377e+01,-8.60348607348304e+01
6.67574900963328e+01,-1.05025368163100e+01,-8.60554317527357e+01
6.67728633463298e+01,-1.05042410811337e+01,-8.60760009698933e+01
6.67882401365560e+01,-1.05059462897345e+01,-8.60965683691502e+01
6.68036204678267e+01,-1.05076524413282e+01,-8.61171339333154e+01
6.68190043409573e+01,-1.05093595351210e+01,-8.61376976451590e+01
6.68343917567635e+01,-1.05110675703092e+01,-8.61582594874129e+01
6.68497827160610e+01,-1.05127765460793e+01,-8.61788194427706e+01
6.68651772196659e+01,-1.05144864616079e+01,-8.61993774938871e+01
6.68805752683943e+01,-1.05161973160616e+01,-8.62199336233790e+01
6.68959768630628e+01,-1.05179091085970e+01,-8.62404878138246e+01
6.69113820044878e+01,-1.05196218383606e+01,-8.62610400477638e+01
6.69267906934861e+01,-1.05213355044889e+01,-8.62815903076983e+01
6.69422029308747e+01,-1.05230501061081e+01,-8.63021385760910e+01
6.69576187174706e+01,-1.05247656423340e+01,-8.63226848353668e+01
6.69730380540914e+01,-1.05264821122725e+01,-8.63432290679123e+01
6.69884609415543e+01,-1.05281995150189e+01,-8.63637712560757e+01
6.70038873806773e+01,-1.05299178496580e+01,-8.63843113821669e+01
6.70193173722781e+01,-1.05316371152642e+01,-8.64048494284576e+01
6.70347509171748e+01,-1.05333573109017e+01,-8.64253853771812e+01
6.70501880161857e+01,-1.05350784356235e+01,-8.64459192105328e+01
6.70656286701293e+01,-1.05368004884725e+01,-8.64664509106694e+01
6.70810728798243e+01,-1.05385234684805e+01,-8.64869804597099e+01
6.70965206460893e+01,-1.05402473746690e+01,-8.65075078397350e+01
6.71119719697436e+01,-1.05419722060481e+01,-8.65280330327870e+01
6.71274268516062e+01,-1.05436979616175e+01,-8.65485560208704e+01
6.71428852924966e+01,-1.05454246403657e+01,-8.65690767859516e+01
6.71583472932345e+01,-1.05471522412704e+01,-8.65895953099589e+01
6.71738128546394e+01,-1.05488807632979e+01,-8.66101115747824e+01
6.71892819775315e+01,-1.05506102054038e+01,-8.66306255622746e+01
6.72047546627309e+01,-1.05523405665322e+01,-8.66511372542497e+01
6.72202309110579e+01,-1.05540718456161e+01,-8.66716466324842e+01
6.72357107233331e+01,-1.05558040415772e+01,-8.66921536787167e+01
6.72511941003772e+01,-1.05575371533257e+01,-8.67126583746477e+01
6.72666810430111e+01,-1.05592711797605e+01,-8.67331607019403e+01
6.72821715520559e+01,-1.05610061197690e+01,-8.67536606422196e+01
6.72976656283329e+01,-1.05627419722270e+01,-8.67741581770731e+01
6.73131632726636e+01,-1.05644787359987e+01,-8.67946532880502e+01
6.73286644858696e+01,-1.05662164099366e+01,-8.68151459566636e+01
6.73441692687728e+01,-1.05679549928814e+01,-8.68356361643872e+01
6.73596776221953e+01,-1.05696944836622e+01,-8.68561238926585e+01
6.73751895469592e+01,-1.05714348810959e+01,-8.68766091228766e+01
6.73907050438871e+01,-1.05731761839878e+01,-8.68970918364037e+01
6.74062241138016e+01,-1.05749183911309e+01,-8.69175720145645e+01
6.74217467575253e+01,-1.05766615013063e+01,-8.69380496386463e+01
6.74372729758814e+01,-1.05784055132830e+01,-8.69585246898991e+01
6.74528027696930e+01,-1.05801504258176e+01,-8.69789971495357e+01
6.74683361397835e+01,-1.05818962376546e+01,-8.69994669987318e+01
6.74838730869765e+01,-1.05836429475262e+01,-8.70199342186259e+01
6.74994136120956e+01,-1.05853905541520e+01,-8.70403987903195e+01
6.75149577159649e+01,-1.05871390562393e+01,-8.70608606948770e+01
6.75305053994085e+01,-1.05888884524828e+01,-8.70813199133261e+01
6.75460566632507e+01,-1.05906387415645e+01,-8.71017764266574e+01
6.75616115083161e+01,-1.05923899221540e+01,-8.71222302158250e+01
6.75771699354292e+01,-1.05941419929079e+01,-8.71426812617459e+01
6.75927319454151e+01,-1.05958949524701e+01,-8.71631295453009e+01
6.76082975390987e+01,-1.05976487994715e+01,-8.71835750473338e+01
6.76238667173054e+01,-1.05994035325302e+01,-8.72040177486521e+01
6.76394394808607e+01,-1.06011591502512e+01,-8.72244576300269e+01
6.76550158305901e+01,-1.06029156512264e+01,-8.72448946721929e+01
6.76705957673195e+01,-1.06046730340346e+01,-8.72653288558486e+01
6.76861792918750e+01,-1.06064312972414e+01,-8.72857601616562e+01
6.77017664050828e+01,-1.06081904393990e+01,-8.73061885702418e+01
6.77173571077692e+01,-1.06099504590461e+01,-8.73266140621957e+01
6.77329514007610e+01,-1.06117113547082e+01,-8.73470366180720e+01
6.77485492848848e+01,-1.06134731248973e+01,-8.73674562183889e+01
6.77641507609677e+01,-1.06152357681115e+01,-8.73878728436293e+01
6.77797558298369e+01,-1.06169992828354e+01,-8.74082864742400e+01
6.77953644923196e+01,-1.06187636675401e+01,-8.74286970906324e+01
6.78109767492436e+01,-1.06205289206825e+01,-8.74491046731824e+01
6.78265926014364e+01,-1.06222950407059e+01,-8.74695092022307e+01
6.78422120497261e+01,-1.06240620260393e+01,-8.74899106580823e+01
6.78578350949408e+01,-1.06258298750981e+01,-8.75103090210075e+01
6.78734617379087e+01,-1.06275985862833e+01,-8.75307042712415e+01
6.78890919794585e+01,-1.06293681579817e+01,-8.75510963889841e+01
6.79047258204187e+01,-1.06311385885661e+01,-8.75714853544007e+01
6.79203632616184e+01,-1.06329098763946e+01,-8.75918711476218e+01
6.79360043038865e+01,-1.06346820198111e+01,-8.76122537487433e+01
6.79516489480524e+01,-1.06364550171450e+01,-8.76326331378267e+01
6.79672971949454e+01,-1.06382288667110e+01,-8.76530092948989e+01
6.79829490453954e+01,-1.06400035668094e+01,-8.76733821999526e+01
6.79986045002320e+01,-1.06417791157255e+01,-8.76937518329464e+01
6.80142635602854e+01,-1.06435555117300e+01,-8.77141181738051e+01
6.80299262263858e+01,-1.06453327530786e+01,-8.77344812024191e+01
6.80455924993635e+01,-1.06471108380121e+01,-8.77548408986454e+01
6.80612623800493e+01,-1.06488897647561e+01,-8.77751972423073e+01
6.80769358692738e+01,-1.06506695315213e+01,-8.77955502131945e+01
6.80926129678681e+01,-1.06524501365031e+01,-8.78158997910635e+01
6.81082936766635e+01,-1.06542315778815e+01,-8.78362459556374e+01
6.81239779964911e+01,-1.06560138538215e+01,-8.78565886866063e+01
6.81396659281827e+01,-1.06577969624722e+01,-8.78769279636275e+01
6.81553574725700e+01,-1.06595809019674e+01,-8.78972637663250e+01
6.81710526304848e+01,-1.06613656704254e+01,-8.79175960742907e+01
6.81867514027595e+01,-1.06631512659486e+01,-8.79379248670839e+01
6.82024537902262e+01,-1.06649376866236e+01,-8.79582501242312e+01
6.82181597937176e+01,-1.06667249305214e+01,-8.79785718252274e+01
6.82338694140663e+01,-1.06685129956968e+01,-8.79988899495351e+01
6.82495826521053e+01,-1.06703018801888e+01,-8.80192044765850e+01
6.82652995086676e+01,-1.06720915820200e+01,-8.80395153857762e+01
6.82810199845866e+01,-1.06738820991971e+01,-8.80598226564760e+01
6.82967440806956e+01,-1.06756734297104e+01,-8.80801262680208e+01
6.83124717978285e+01,-1.06774655715338e+01,-8.81004261997153e+01
6.83282031368191e+01,-1.06792585226247e+01,-8.81207224308334e+01
6.83439380985013e+01,-1.06810522809241e+01,-8.81410149406182e+01
6.83596766837096e+01,-1.06828468443564e+01,-8.81613037082820e+01
6.83754188932783e+01,-1.06846422108291e+01,-8.81815887130067e+01
6.83911647280420e+01,-1.06864383782331e+01,-8.82018699339438e+01
6.84069141888356e+01,-1.06882353444422e+01,-8.82221473502149e+01
6.84226672764941e+01,-1.06900331073134e+01,-8.82424209409113e+01
6.84384239918528e+01,-1.06918316646866e+01,-8.82626906850950e+01
6.84541843357470e+01,-1.06936310143846e+01,-8.82829565617981e+01
6.84699483090123e+01,-1.06954311542127e+01,-8.83032185500236e+01
6.84857159124845e+01,-1.06972320819592e+01,-8.83234766287453e+01
6.85014871469996e+01,-1.06990337953948e+01,-8.83437307769080e+01
6.85172620133937e+01,-1.07008362922728e+01,-8.83639809734280e+01
6.85330405125033e+01,-1.07026395703287e+01,-8.83842271971929e+01
6.85488226451649e+01,-1.07044436272804e+01,-8.84044694270620e+01
6.85646084122153e+01,-1.07062484608283e+01,-8.84247076418668e+01
6.85803978144913e+01,-1.07080540686543e+01,-8.84449418204105e+01
6.85961908528302e+01,-1.07098604484230e+01,-8.84651719414691e+01
6.86119875280692e+01,-1.07116675977805e+01,-8.84853979837912e+01
6.86277878410459e+01,-1.07134755143548e+01,-8.85056199260978e+01
6.86435917925981e+01,-1.07152841957558e+01,-8.85258377470835e+01
6.86593993835635e+01,-1.07170936395750e+01,-8.85460514254160e+01
6.86752106147804e+01,-1.07189038433854e+01,-8.85662609397363e+01
6.86910254870869e+01,-1.07207148047416e+01,-8.85864662686598e+01
6.87068440013217e+01,-1.07225265211793e+01,-8.86066673907753e+01
6.87226661583233e+01,-1.07243389902157e+01,-8.86268642846464e+01
6.87384919589307e+01,-1.07261522093492e+01,-8.86470569288111e+01
6.87543214039829e+01,-1.07279661760591e+01,-8.86672453017821e+01
6.87701544943192e+01,-1.07297808878059e+01,-8.86874293820474e+01
6.87859912307791e+01,-1.07315963420309e+01,-8.87076091480699e+01
6.88018316142021e+01,-1.07334125361560e+01,-8.87277845782889e+01
6.88176756454282e+01,-1.07352294675841e+01,-8.87479556511189e+01
6.88335233252973e+01,-1.07370471336985e+01,-8.87681223449508e+01
6.88493746546497e+01,-1.07388655318631e+01,-8.87882846381521e+01
6.88652296343258e+01,-1.07406846594221e+01,-8.88084425090668e+01
6.88810882651662e+01,-1.07425045137000e+01,-8.88285959360161e+01
6.88969505480118e+01,-1.07443250920016e+01,-8.88487448972985e+01
6.89128164837035e+01,-1.07461463916117e+01,-8.88688893711901e+01
6.89286860730825e+01,-1.07479684097951e+01,-8.88890293359449e+01
6.89445593169903e+01,-1.07497911437965e+01,-8.89091647697951e+01
6.89604362162684e+01,-1.07516145908405e+01,-8.89292956509514e+01
6.89763167717585e+01,-1.07534387481312e+01,-8.89494219576036e+01
6.89922009843027e+01,-1.07552636128523e+01,-8.89695436679204e+01
6.90080888547431e+01,-1.07570891821673e+01,-8.89896607600501e+01
6.90239803839221e+01,-1.07589154532185e+01,-8.90097732121207e+01
6.90398755726822e+01,-1.07607424231281e+01,-8.90298810022407e+01
6.90557744218662e+01,-1.07625700889970e+01,-8.90499841084985e+01
6.90716769323170e+01,-1.07643984479054e+01,-8.90700825089638e+01
6.90875831048777e+01,-1.07662274969125e+01,-8.90901761816873e+01
6.91034929403918e+01,-1.07680572330560e+01,-8.91102651047011e+01
6.91194064397026e+01,-1.07698876533529e+01,-8.91303492560194e+01
6.91353236036540e+01,-1.07717187547983e+01,-8.91504286136382e+01
6.91512444330898e+01,-1.07735505343662e+01,-8.91705031555367e+01
6.91671689288541e+01,-1.07753829890090e+01,-8.91905728596765e+01
6.91830970917912e+01,-1.07772161156571e+01,-8.92106377040026e+01
6.91990289227457e+01,-1.07790499112196e+01,-8.92306976664440e+01
6.92149644225623e+01,-1.07808843725833e+01,-8.92507527249134e+01
6.92309035920857e+01,-1.07827194966131e+01,-8.92708028573080e+01
6.92468464321611e+01,-1.07845552801520e+01,-8.92908480415100e+01
6.92627929436338e+01,-1.07863917200205e+01,-8.93108882553869e+01
6.92787431273492e+01,-1.07882288130168e+01,-8.93309234767915e+01
6.92946969841530e+01,-1.07900665559169e+01,-8.93509536835629e+01
6.93106545148910e+01,-1.07919049454740e+01,-8.93709788535265e+01
6.93266157204094e+01,-1.07937439784187e+01,-8.93909989644945e+01
6.93425806015542e+01,-1.07955836514588e+01,-8.94110139942667e+01
6.93585491591721e+01,-1.07974239612793e+01,-8.94310239206301e+01
6.93745213941096e+01,-1.07992649045422e+01,-8.94510287213602e+01
6.93904973072135e+01,-1.08011064778861e+01,-8.94710283742209e+01
6.94064768993310e+01,-1.08029486779269e+01,-8.94910228569652e+01
6.94224601713091e+01,-1.08047915012566e+01,-8.95110121473353e+01
6.94384471239953e+01,-1.08066349444441e+01,-8.95309962230635e+01
6.94544377582373e+01,-1.08084790040346e+01,-8.95509750618724e+01
6.94704320748829e+01,-1.08103236765498e+01,-8.95709486414754e+01
6.94864300747799e+01,-1.08121689584872e+01,-8.95909169395771e+01
6.95024317587767e+01,-1.08140148463207e+01,-8.96108799338737e+01
6.95184371277217e+01,-1.08158613365002e+01,-8.96308376020541e+01
6.95344461824633e+01,-1.08177084254512e+01,-8.96507899217994e+01
6.95504589238505e+01,-1.08195561095752e+01,-8.96707368707841e+01
6.95664753527321e+01,-1.08214043852491e+01,-8.96906784266762e+01
6.95824954699574e+01,-1.08232532488254e+01,-8.97106145671381e+01
6.95985192763758e+01,-1.08251026966320e+01,-8.97305452698268e+01
6.96145467728367e+01,-1.08269527249721e+01,-8.97504705123944e+01
6.96305779601900e+01,-1.08288033301238e+01,-8.97703902724888e+01
6.96466128392856e+01,-1.08306545083405e+01,-8.97903045277540e+01
6.96626514109736e+01,-1.08325062558504e+01,-8.98102132558310e+01
6.96786936761045e+01,-1.08343585688566e+01,-8.98301164343578e+01
6.96947396355287e+01,-1.08362114435365e+01,-8.98500140409704e+01
6.97107892900971e+01,-1.08380648760425e+01,-8.98699060533031e+01
6.97268426406604e+01,-1.08399188625011e+01,-8.98897924489892e+01
6.97428996880700e+01,-1.08417733990133e+01,-8.99096732056615e+01
6.97589604331770e+01,-1.08436284816541e+01,-8.99295483009527e+01
6.97750248768331e+01,-1.08454841064727e+01,-8.99494177124963e+01
6.97910930198899e+01,-1.08473402694922e+01,-8.99692814179268e+01
6.98071648631993e+01,-1.08491969667094e+01,-8.99891393948808e+01
6.98232404076136e+01,-1.08510541940950e+01,-9.00089916209970e+01
6.98393196539849e+01,-1.08529119475931e+01,-9.00288380739171e+01
6.98554026031658e+01,-1.08547702231211e+01,-9.00486787312865e+01
6.98714892560090e+01,-1.08566290165702e+01,-9.00685135707548e+01
6.98875796133673e+01,-1.08584883238042e+01,-9.00883425699763e+01
6.99036736760940e+01,-1.08603481406604e+01,-9.01081657066108e+01
6.99197714450422e+01,-1.08622084629487e+01,-9.01279829583241e+01
6.99358729210655e+01,-1.08640692864522e+01,-9.01477943027888e+01
6.99519781050175e+01,-1.08659306069264e+01,-9.01675997176847e+01
6.99680869977521e+01,-1.08677924200993e+01,-9.01873991806998e+01
6.99841996001235e+01,-1.08696547216717e+01,-9.02071926695307e+01
7.00003159129858e+01,-1.08715175073162e+01,-9.02269801618832e+01
7.00164359371935e+01,-1.08733807726779e+01,-9.02467616354732e+01
7.00325596736014e+01,-1.08752445133741e+01,-9.02665370680272e+01
7.00486871230642e+01,-1.08771087249935e+01,-9.02863064372834e+01
7.00648182864371e+01,-1.08789734030970e+01,-9.03060697209916e+01
7.00809531645753e+01,-1.08808385432171e+01,-9.03258268969147e+01
7.00970917583342e+01,-1.08827041408578e+01,-9.03455779428288e+01
7.01132340685695e+01,-1.08845701914944e+01,-9.03653228365244e+01
7.01293800961371e+01,-1.08864366905736e+01,-9.03850615558071e+01
7.01455298418930e+01,-1.08883036335131e+01,-9.04047940784977e+01
7.01616833066933e+01,-1.08901710157018e+01,-9.04245203824338e+01
7.01778404913947e+01,-1.08920388324994e+01,-9.04442404454700e+01
7.01940013968537e+01,-1.08939070792362e+01,-9.04639542454788e+01
7.02101660239271e+01,-1.08957757512133e+01,-9.04836617603514e+01
7.02263343734721e+01,-1.08976448437022e+01,-9.05033629679983e+01
7.02425064463457e+01,-1.08995143519448e+01,-9.05230578463506e+01
7.02586822434055e+01,-1.09013842711532e+01,-9.05427463733601e+01
7.02748617655090e+01,-1.09032545965096e+01,-9.05624285270005e+01
7.02910450135141e+01,-1.09051253231660e+01,-9.05821042852681e+01
7.03072319882789e+01,-1.09069964462444e+01,-9.06017736261827e+01
7.03234226906614e+01,-1.09088679608364e+01,-9.06214365277883e+01
7.03396171215202e+01,-1.09107398620032e+01,-9.06410929681541e+01
7.03558152817138e+01,-1.09126121447754e+01,-9.06607429253752e+01
7.03720171721011e+01,-1.09144848041527e+01,-9.06803863775733e+01
7.03882227935410e+01,-1.09163578351044e+01,-9.07000233028980e+01
7.04044321468929e+01,-1.09182312325682e+01,-9.07196536795273e+01
7.04206452330160e+01,-1.09201049914513e+01,-9.07392774856685e+01
7.04368620527699e+01,-1.09219791066290e+01,-9.07588946995593e+01
7.04530826070146e+01,-1.09238535729458e+01,-9.07785052994684e+01
7.04693068966099e+01,-1.09257283852142e+01,-9.07981092636968e+01
7.04855349224161e+01,-1.09276035382154e+01,-9.08177065705782e+01
7.05017666852935e+01,-1.09294790266984e+01,-9.08372971984805e+01
7.05180021861028e+01,-1.09313548453807e+01,-9.08568811258062e+01
7.05342414257048e+01,-1.09332309889473e+01,-9.08764583309935e+01
7.05504844049603e+01,-1.09351074520512e+01,-9.08960287925176e+01
7.05667311247307e+01,-1.09369842293131e+01,-9.09155924888910e+01
7.05829815858773e+01,-1.09388613153211e+01,-9.09351493986653e+01
7.05992357892617e+01,-1.09407387046306e+01,-9.09546995004312e+01
7.06154937357456e+01,-1.09426163917643e+01,-9.09742427728204e+01
7.06317554261911e+01,-1.09444943712121e+01,-9.09937791945060e+01
7.06480208614603e+01,-1.09463726374306e+01,-9.10133087442037e+01
7.06642900424156e+01,-1.09482511848435e+01,-9.10328314006730e+01
7.06805629699196e+01,-1.09501300078410e+01,-9.10523471427179e+01
7.06968396448350e+01,-1.09520091007798e+01,-9.10718559491880e+01
7.07131200680249e+01,-1.09538884579831e+01,-9.10913577989799e+01
7.07294042403523e+01,-1.09557680737404e+01,-9.11108526710378e+01
7.07456921626807e+01,-1.09576479423070e+01,-9.11303405443547e+01
7.07619838358737e+01,-1.09595280579047e+01,-9.11498213979737e+01
7.07782792607949e+01,-1.09614084147206e+01,-9.11692952109889e+01
7.07945784383084e+01,-1.09632890069079e+01,-9.11887619625463e+01
7.08108813692783e+01,-1.09651698285851e+01,-9.12082216318456e+01
7.08271880545691e+01,-1.09670508738362e+01,-9.12276741981403e+01
7.08434984950452e+01,-1.09689321367106e+01,-9.12471196407398e+01
7.08598126915714e+01,-1.09708136112225e+01,-9.12665579390100e+01
7.08761306450127e+01,-1.09726952913515e+01,-9.12859890723745e+01
7.08924523562343e+01,-1.09745771710418e+01,-9.13054130203159e+01
7.09087778261015e+01,-1.09764592442023e+01,-9.13248297623768e+01
7.09251070554798e+01,-1.09783415047066e+01,-9.13442392781615e+01
7.09414400452351e+01,-1.09802239463927e+01,-9.13636415473363e+01
7.09577767962332e+01,-1.09821065630629e+01,-9.13830365496316e+01
7.09741173093404e+01,-1.09839893484835e+01,-9.14024242648425e+01
7.09904615854230e+01,-1.09858722963849e+01,-9.14218046728303e+01
7.10068096253476e+01,-1.09877554004615e+01,-9.14411777535239e+01
7.10231614299808e+01,-1.09896386543712e+01,-9.14605434869207e+01
7.10395170001898e+01,-1.09915220517356e+01,-9.14799018530879e+01
7.10558763368415e+01,-1.09934055861399e+01,-9.14992528321643e+01
7.10722394408035e+01,-1.09952892511322e+01,-9.15185964043609e+01
7.10886063129432e+01,-1.09971730402241e+01,-9.15379325499625e+01
7.11049769541283e+01,-1.09990569468902e+01,-9.15572612493292e+01
7.11213513652270e+01,-1.10009409645677e+01,-9.15765824828973e+01
7.11377295471072e+01,-1.10028250866568e+01,-9.15958962311812e+01
7.11541115006374e+01,-1.10047093065204e+01,-9.16152024747743e+01
7.11704972266860e+01,-1.10065936174834e+01,-9.16345011943504e+01
7.11868867261220e+01,-1.10084780128335e+01,-9.16537923706654e+01
7.12032799998142e+01,-1.10103624858204e+01,-9.16730759845582e+01
7.12196770486317e+01,-1.10122470296556e+01,-9.16923520169527e+01
7.12360778734440e+01,-1.10141316375129e+01,-9.17116204488586e+01
7.12524824751205e+01,-1.10160163025275e+01,-9.17308812613733e+01
7.12688908545311e+01,-1.10179010177965e+01,-9.17501344356832e+01
7.12853030125457e+01,-1.10197857763783e+01,-9.17693799530649e+01
7.13017189500344e+01,-1.10216705712927e+01,-9.17886177948871e+01
7.13181386678677e+01,-1.10235553955205e+01,-9.18078479426117e+01
7.13345621669160e+01,-1.10254402420040e+01,-9.18270703777956e+01
7.13509894480501e+01,-1.10273251036459e+01,-9.18462850820921e+01
7.13674205121410e+01,-1.10292099733101e+01,-9.18654920372522e+01
7.13838553600599e+01,-1.10310948438208e+01,-9.18846912251265e+01
7.14002939926780e+01,-1.10329797079630e+01,-9.19038826276664e+01
7.14167364108670e+01,-1.10348645584818e+01,-9.19230662269262e+01
7.14331826154986e+01,-1.10367493880826e+01,-9.19422420050637e+01
7.14496326074448e+01,-1.10386341894311e+01,-9.19614099443431e+01
7.14660863875777e+01,-1.10405189551526e+01,-9.19805700271354e+01
7.14825439567697e+01,-1.10424036778325e+01,-9.19997222359207e+01
7.14990053158934e+01,-1.10442883500157e+01,-9.20188665532897e+01
7.15154704658215e+01,-1.10461729642067e+01,-9.20380029619454e+01
7.15319394074270e+01,-1.10480575128693e+01,-9.20571314447044e+01
7.15484121415831e+01,-1.10499419884267e+01,-9.20762519844990e+01
7.15648886691631e+01,-1.10518263832613e+01,-9.20953645643789e+01
7.15813689910406e+01,-1.10537106897142e+01,-9.21144691675123e+01
7.15978531080893e+01,-1.10555949000857e+01,-9.21335657771887e+01
7.16143410211833e+01,-1.10574790066346e+01,-9.21526543768193e+01
7.16308327311967e+01,-1.10593630015783e+01,-9.21717349499400e+01
7.16473282390039e+01,-1.10612468770928e+01,-9.21908074802123e+01
7.16638275454795e+01,-1.10631306253122e+01,-9.22098719514257e+01
