Frequency,Magnitude,Phase
5.58470194736809e+00,-1.23925923152149e+01,7.42489707543287e+01
5.59757601495088e+00,-1.23736248971394e+01,7.42139630435536e+01
5.61047976032448e+00,-1.23546620194388e+01,7.41788804839448e+01
5.62341325190327e+00,-1.23357037010885e+01,7.41437229472169e+01
5.63637655825932e+00,-1.23167499611348e+01,7.41084903050501e+01
5.64936974812280e+00,-1.22978008186932e+01,7.40731824290859e+01
5.66239289038231e+00,-1.22788562929520e+01,7.40377991909356e+01
5.67544605408525e+00,-1.22599164031692e+01,7.40023404621723e+01
5.68852930843819e+00,-1.22409811686759e+01,7.39668061143456e+01
5.70164272280725e+00,-1.22220506088722e+01,7.39311960189682e+01
5.71478636671844e+00,-1.22031247432327e+01,7.38955100475288e+01
5.72796030985806e+00,-1.21842035913011e+01,7.38597480714865e+01
5.74116462207305e+00,-1.21652871726963e+01,7.38239099622796e+01
5.75439937337134e+00,-1.21463755071061e+01,7.37879955913170e+01
5.76766463392228e+00,-1.21274686142941e+01,7.37520048299898e+01
5.78096047405695e+00,-1.21085665140935e+01,7.37159375496647e+01
5.79428696426858e+00,-1.20896692264121e+01,7.36797936216906e+01
5.80764417521289e+00,-1.20707767712304e+01,7.36435729173989e+01
5.82103217770848e+00,-1.20518891686020e+01,7.36072753081058e+01
5.83445104273721e+00,-1.20330064386537e+01,7.35709006651094e+01
5.84790084144457e+00,-1.20141286015865e+01,7.35344488596979e+01
5.86138164514005e+00,-1.19952556776739e+01,7.34979197631468e+01
5.87489352529753e+00,-1.19763876872639e+01,7.34613132467202e+01
5.88843655355565e+00,-1.19575246507792e+01,7.34246291816758e+01
5.90201080171820e+00,-1.19386665887167e+01,7.33878674392623e+01
5.91561634175450e+00,-1.19198135216465e+01,7.33510278907254e+01
5.92925324579975e+00,-1.19009654702146e+01,7.33141104073055e+01
5.94292158615548e+00,-1.18821224551414e+01,7.32771148602423e+01
5.95662143528986e+00,-1.18632844972224e+01,7.32400411207730e+01
5.97035286583812e+00,-1.18444516173278e+01,7.32028890601385e+01
5.98411595060295e+00,-1.18256238364040e+01,7.31656585495810e+01
5.99791076255485e+00,-1.18068011754723e+01,7.31283494603483e+01
6.01173737483253e+00,-1.17879836556299e+01,7.30909616636935e+01
6.02559586074333e+00,-1.17691712980499e+01,7.30534950308786e+01
6.03948629376355e+00,-1.17503641239808e+01,7.30159494331736e+01
6.05340874753888e+00,-1.17315621547494e+01,7.29783247418628e+01
6.06736329588480e+00,-1.17127654117561e+01,7.29406208282405e+01
6.08135001278693e+00,-1.16939739164800e+01,7.29028375636187e+01
6.09536897240144e+00,-1.16751876904763e+01,7.28649748193228e+01
6.10942024905547e+00,-1.16564067553767e+01,7.28270324666991e+01
6.12350391724748e+00,-1.16376311328906e+01,7.27890103771130e+01
6.13762005164769e+00,-1.16188608448051e+01,7.27509084219526e+01
6.15176872709842e+00,-1.16000959129832e+01,7.27127264726276e+01
6.16595001861456e+00,-1.15813363593668e+01,7.26744644005750e+01
6.18016400138390e+00,-1.15625822059757e+01,7.26361220772599e+01
6.19441075076755e+00,-1.15438334749070e+01,7.25976993741736e+01
6.20869034230037e+00,-1.15250901883370e+01,7.25591961628421e+01
6.22300285169133e+00,-1.15063523685180e+01,7.25206123148196e+01
6.23734835482393e+00,-1.14876200377840e+01,7.24819477016994e+01
6.25172692775659e+00,-1.14688932185449e+01,7.24432021951081e+01
6.26613864672309e+00,-1.14501719332912e+01,7.24043756667129e+01
6.28058358813291e+00,-1.14314562045918e+01,7.23654679882206e+01
6.29506182857171e+00,-1.14127460550940e+01,7.23264790313791e+01
6.30957344480166e+00,-1.13940415075254e+01,7.22874086679814e+01
6.32411851376192e+00,-1.13753425846933e+01,7.22482567698670e+01
6.33869711256900e+00,-1.13566493094843e+01,7.22090232089232e+01
6.35330931851717e+00,-1.13379617048638e+01,7.21697078570856e+01
6.36795520907889e+00,-1.13192797938791e+01,7.21303105863443e+01
6.38263486190521e+00,-1.13006035996560e+01,7.20908312687402e+01
6.39734835482621e+00,-1.12819331454015e+01,7.20512697763736e+01
6.41209576585134e+00,-1.12632684544023e+01,7.20116259813992e+01
6.42687717316992e+00,-1.12446095500274e+01,7.19718997560338e+01
6.44169265515150e+00,-1.12259564557244e+01,7.19320909725554e+01
6.45654229034628e+00,-1.12073091950234e+01,7.18921995033055e+01
6.47142615748555e+00,-1.11886677915350e+01,7.18522252206923e+01
6.48634433548210e+00,-1.11700322689512e+01,7.18121679971911e+01
6.50129690343063e+00,-1.11514026510460e+01,7.17720277053485e+01
6.51628394060814e+00,-1.11327789616734e+01,7.17318042177808e+01
6.53130552647444e+00,-1.11141612247710e+01,7.16914974071825e+01
6.54636174067247e+00,-1.10955494643568e+01,7.16511071463200e+01
6.56145266302877e+00,-1.10769437045319e+01,7.16106333080414e+01
6.57657837355392e+00,-1.10583439694792e+01,7.15700757652742e+01
6.59173895244293e+00,-1.10397502834629e+01,7.15294343910268e+01
6.60693448007567e+00,-1.10211626708322e+01,7.14887090583961e+01
6.62216503701733e+00,-1.10025811560165e+01,7.14478996405633e+01
6.63743070401880e+00,-1.09840057635289e+01,7.14070060107989e+01
6.65273156201712e+00,-1.09654365179662e+01,7.13660280424667e+01
6.66806769213593e+00,-1.09468734440073e+01,7.13249656090217e+01
6.68343917568585e+00,-1.09283165664140e+01,7.12838185840162e+01
6.69884609416497e+00,-1.09097659100327e+01,7.12425868410992e+01
6.71428852925923e+00,-1.08912214997932e+01,7.12012702540221e+01
6.72976656284288e+00,-1.08726833607074e+01,7.11598686966355e+01
6.74528027697892e+00,-1.08541515178726e+01,7.11183820428971e+01
6.76082975391952e+00,-1.08356259964695e+01,7.10768101668715e+01
6.77641507610645e+00,-1.08171068217632e+01,7.10351529427313e+01
6.79203632617155e+00,-1.07985940191020e+01,7.09934102447606e+01
6.80769358693711e+00,-1.07800876139207e+01,7.09515819473604e+01
6.82338694141639e+00,-1.07615876317354e+01,7.09096679250425e+01
6.83911647281399e+00,-1.07430940981502e+01,7.08676680524423e+01
6.85488226452631e+00,-1.07246070388514e+01,7.08255822043131e+01
6.87068440014202e+00,-1.07061264796120e+01,7.07834102555327e+01
6.88652296344245e+00,-1.06876524462889e+01,7.07411520811033e+01
6.90239803840211e+00,-1.06691849648247e+01,7.06988075561564e+01
6.91830970918906e+00,-1.06507240612469e+01,7.06563765559518e+01
6.93425806016538e+00,-1.06322697616688e+01,7.06138589558840e+01
6.95024317588766e+00,-1.06138220922884e+01,7.05712546314807e+01
6.96626514110738e+00,-1.05953810793915e+01,7.05285634584106e+01
6.98232404077140e+00,-1.05769467493472e+01,7.04857853124777e+01
6.99841996002242e+00,-1.05585191286115e+01,7.04429200696313e+01
7.01455298419940e+00,-1.05400982437273e+01,7.03999676059657e+01
7.03072319883802e+00,-1.05216841213224e+01,7.03569277977220e+01
7.04693068967115e+00,-1.05032767881116e+01,7.03138005212902e+01
7.06317554262930e+00,-1.04848762708953e+01,7.02705856532132e+01
7.07945784384106e+00,-1.04664825965615e+01,7.02272830701892e+01
7.09577767963357e+00,-1.04480957920845e+01,7.01838926490742e+01
7.11213513653297e+00,-1.04297158845253e+01,7.01404142668838e+01
7.12853030126487e+00,-1.04113429010308e+01,7.00968478007935e+01
7.14496326075481e+00,-1.03929768688365e+01,7.00531931281477e+01
7.16143410212869e+00,-1.03746178152638e+01,7.00094501264564e+01
7.17794291271329e+00,-1.03562657677218e+01,6.99656186734002e+01
7.19448978003667e+00,-1.03379207537064e+01,6.99216986468309e+01
7.21107479182867e+00,-1.03195828008023e+01,6.98776899247785e+01
7.22769803602137e+00,-1.03012519366795e+01,6.98335923854484e+01
7.24435960074957e+00,-1.02829281890980e+01,6.97894059072299e+01
7.26105957435121e+00,-1.02646115859031e+01,6.97451303686901e+01
7.27779804536791e+00,-1.02463021550298e+01,6.97007656485867e+01
7.29457510254535e+00,-1.02279999244999e+01,6.96563116258651e+01
7.31139083483384e+00,-1.02097049224242e+01,6.96117681796605e+01
7.32824533138870e+00,-1.01914171770001e+01,6.95671351893019e+01
7.34513868157081e+00,-1.01731367165158e+01,6.95224125343199e+01
7.36207097494702e+00,-1.01548635693438e+01,6.94776000944349e+01
7.37904230129067e+00,-1.01365977639490e+01,6.94326977495796e+01
7.39605275058204e+00,-1.01183393288819e+01,6.93877053798833e+01
7.41310241300883e+00,-1.01000882927831e+01,6.93426228656884e+01
7.43019137896667e+00,-1.00818446843816e+01,6.92974500875459e+01
7.44731973905954e+00,-1.00636085324943e+01,6.92521869262186e+01
7.46448758410032e+00,-1.00453798660280e+01,6.92068332626875e+01
7.48169500511120e+00,-1.00271587139771e+01,6.91613889781489e+01
7.49894209332421e+00,-1.00089451054270e+01,6.91158539540260e+01
7.51622894018170e+00,-9.99073906954947e+00,6.90702280719608e+01
7.53355563733682e+00,-9.97254063560720e+00,6.90245112138252e+01
7.55092227665399e+00,-9.95434983295148e+00,6.89787032617209e+01
7.56832895020939e+00,-9.93616669102323e+00,6.89328040979824e+01
7.58577575029148e+00,-9.91799123935203e+00,6.88868136051807e+01
7.60326276940146e+00,-9.89982350755714e+00,6.88407316661227e+01
7.62079010025376e+00,-9.88166352534755e+00,6.87945581638602e+01
7.63835783577655e+00,-9.86351132252099e+00,6.87482929816867e+01
7.65596606911220e+00,-9.84536692896570e+00,6.87019360031451e+01
7.67361489361783e+00,-9.82723037465922e+00,6.86554871120285e+01
7.69130440286573e+00,-9.80910168966847e+00,6.86089461923817e+01
7.70903469064394e+00,-9.79098090415003e+00,6.85623131285060e+01
7.72680585095666e+00,-9.77286804835098e+00,6.85155878049642e+01
7.74461797802482e+00,-9.75476315260669e+00,6.84687701065755e+01
7.76247116628655e+00,-9.73666624734491e+00,6.84218599184319e+01
7.78036551039767e+00,-9.71857736308142e+00,6.83748571258888e+01
7.79830110523222e+00,-9.70049653042249e+00,6.83277616145736e+01
7.81627804588293e+00,-9.68242378006409e+00,6.82805732703865e+01
7.83429642766175e+00,-9.66435914279210e+00,6.82332919795060e+01
7.85235634610034e+00,-9.64630264948463e+00,6.81859176283941e+01
7.87045789695061e+00,-9.62825433110633e+00,6.81384501037891e+01
7.88860117618517e+00,-9.61021421871513e+00,6.80908892927223e+01
7.90678627999787e+00,-9.59218234345773e+00,6.80432350825107e+01
7.92501330480434e+00,-9.57415873657121e+00,6.79954873607648e+01
7.94328234724244e+00,-9.55614342938277e+00,6.79476460153904e+01
7.96159350417281e+00,-9.53813645331083e+00,6.78997109345932e+01
7.97994687267938e+00,-9.52013783986284e+00,6.78516820068795e+01
7.99834255006990e+00,-9.50214762063697e+00,6.78035591210604e+01
8.01678063387641e+00,-9.48416582732263e+00,6.77553421662571e+01
8.03526122185579e+00,-9.46619249169805e+00,6.77070310318983e+01
8.05378441199028e+00,-9.44822764563364e+00,6.76586256077331e+01
8.07235030248799e+00,-9.43027132108849e+00,6.76101257838219e+01
8.09095899178343e+00,-9.41232355011357e+00,6.75615314505511e+01
8.10961057853802e+00,-9.39438436484890e+00,6.75128424986274e+01
8.12830516164060e+00,-9.37645379752519e+00,6.74640588190848e+01
8.14704284020800e+00,-9.35853188046500e+00,6.74151803032924e+01
8.16582371358553e+00,-9.34061864607923e+00,6.73662068429473e+01
8.18464788134750e+00,-9.32271412687075e+00,6.73171383300878e+01
8.20351544329778e+00,-9.30481835543194e+00,6.72679746570891e+01
8.22242649947031e+00,-9.28693136444640e+00,6.72187157166731e+01
8.24138115012962e+00,-9.26905318668663e+00,6.71693614019050e+01
8.26037949577138e+00,-9.25118385501748e+00,6.71199116062036e+01
8.27942163712293e+00,-9.23332340239234e+00,6.70703662233375e+01
8.29850767514382e+00,-9.21547186185624e+00,6.70207251474349e+01
8.31763771102630e+00,-9.19762926654370e+00,6.69709882729824e+01
8.33681184619593e+00,-9.17979564968034e+00,6.69211554948303e+01
8.35603018231207e+00,-9.16197104458089e+00,6.68712267081954e+01
8.37529282126841e+00,-9.14415548465148e+00,6.68212018086647e+01
8.39459986519356e+00,-9.12634900338787e+00,6.67710806921981e+01
8.41395141645154e+00,-9.10855163437564e+00,6.67208632551322e+01
8.43334757764234e+00,-9.09076341129152e+00,6.66705493941844e+01
8.45278845160248e+00,-9.07298436790130e+00,6.66201390064546e+01
8.47227414140554e+00,-9.05521453806170e+00,6.65696319894308e+01
8.49180475036272e+00,-9.03745395571878e+00,6.65190282409901e+01
8.51138038202334e+00,-9.01970265490850e+00,6.64683276594029e+01
8.53100114017547e+00,-9.00196066975779e+00,6.64175301433392e+01
8.55066712884641e+00,-8.98422803448186e+00,6.63666355918658e+01
8.57037845230327e+00,-8.96650478338667e+00,6.63156439044560e+01
8.59013521505353e+00,-8.94879095086809e+00,6.62645549809903e+01
8.60993752184558e+00,-8.93108657141122e+00,6.62133687217598e+01
8.62978547766927e+00,-8.91339167959070e+00,6.61620850274693e+01
8.64967918775650e+00,-8.89570631007091e+00,6.61107037992418e+01
8.66961875758173e+00,-8.87803049760608e+00,6.60592249386235e+01
8.68960429286258e+00,-8.86036427703880e+00,6.60076483475814e+01
8.70963589956037e+00,-8.84270768330235e+00,6.59559739285153e+01
8.72971368388068e+00,-8.82506075141770e+00,6.59042015842526e+01
8.74983775227392e+00,-8.80742351649631e+00,6.58523312180599e+01
8.77000821143590e+00,-8.78979601373820e+00,6.58003627336401e+01
8.79022516830840e+00,-8.77217827843179e+00,6.57482960351385e+01
8.81048873007969e+00,-8.75457034595562e+00,6.56961310271488e+01
8.83079900418518e+00,-8.73697225177608e+00,6.56438676147117e+01
8.85115609830791e+00,-8.71938403144841e+00,6.55915057033221e+01
8.87156012037916e+00,-8.70180572061653e+00,6.55390451989314e+01
8.89201117857903e+00,-8.68423735501279e+00,6.54864860079506e+01
8.91250938133700e+00,-8.66667897045868e+00,6.54338280372570e+01
8.93305483733250e+00,-8.64913060286195e+00,6.53810711941903e+01
8.95364765549548e+00,-8.63159228822050e+00,6.53282153865661e+01
8.97428794500703e+00,-8.61406406261972e+00,6.52752605226733e+01
8.99497581529989e+00,-8.59654596223251e+00,6.52222065112782e+01
9.01571137605911e+00,-8.57903802331962e+00,6.51690532616286e+01
9.03649473722255e+00,-8.56154028222967e+00,6.51158006834585e+01
9.05732600898154e+00,-8.54405277539889e+00,6.50624486869923e+01
9.07820530178139e+00,-8.52657553935060e+00,6.50089971829448e+01
9.09913272632205e+00,-8.50910861069574e+00,6.49554460825293e+01
9.12010839355863e+00,-8.49165202613111e+00,6.49017952974553e+01
9.14113241470203e+00,-8.47420582244277e+00,6.48480447399423e+01
9.16220490121953e+00,-8.45677003650197e+00,6.47941943227132e+01
9.18332596483534e+00,-8.43934470526646e+00,6.47402439590008e+01
9.20449571753124e+00,-8.42192986578131e+00,6.46861935625558e+01
9.22571427154716e+00,-8.40452555517740e+00,6.46320430476454e+01
9.24698173938175e+00,-8.38713181067213e+00,6.45777923290591e+01
9.26829823379301e+00,-8.36974866956879e+00,6.45234413221137e+01
9.28966386779888e+00,-8.35237616925671e+00,6.44689899426542e+01
9.31107875467782e+00,-8.33501434721019e+00,6.44144381070580e+01
9.33254300796943e+00,-8.31766324098998e+00,6.43597857322419e+01
9.35405674147503e+00,-8.30032288824147e+00,6.43050327356610e+01
9.37562006925832e+00,-8.28299332669556e+00,6.42501790353173e+01
9.39723310564589e+00,-8.26567459416735e+00,6.41952245497563e+01
9.41889596522792e+00,-8.24836672855828e+00,6.41401691980825e+01
9.44060876285874e+00,-8.23106976785228e+00,6.40850128999485e+01
9.46237161365744e+00,-8.21378375011929e+00,6.40297555755718e+01
9.48418463300848e+00,-8.19650871351292e+00,6.39743971457306e+01
9.50604793656232e+00,-8.17924469627019e+00,6.39189375317694e+01
9.52796164023602e+00,-8.16199173671259e+00,6.38633766556054e+01
9.54992586021386e+00,-8.14474987324481e+00,6.38077144397282e+01
9.57194071294794e+00,-8.12751914435425e+00,6.37519508072049e+01
9.59400631515883e+00,-8.11029958861325e+00,6.36960856816890e+01
9.61612278383614e+00,-8.09309124467425e+00,6.36401189874122e+01
9.63829023623920e+00,-8.07589415127530e+00,6.35840506492042e+01
9.66050878989762e+00,-8.05870834723415e+00,6.35278805924800e+01
9.68277856261198e+00,-8.04153387145305e+00,6.34716087432580e+01
9.70509967245438e+00,-8.02437076291367e+00,6.34152350281506e+01
9.72747223776914e+00,-8.00721906068171e+00,6.33587593743816e+01
9.74989637717335e+00,-7.99007880390368e+00,6.33021817097804e+01
9.77237220955759e+00,-7.97295003180586e+00,6.32455019627862e+01
9.79489985408647e+00,-7.95583278369726e+00,6.31887200624575e+01
9.81747943019932e+00,-7.93872709896596e+00,6.31318359384691e+01
9.84011105761082e+00,-7.92163301708202e+00,6.30748495211237e+01
9.86279485631158e+00,-7.90455057759467e+00,6.30177607413479e+01
9.88553094656886e+00,-7.88747982013307e+00,6.29605695307002e+01
9.90831944892715e+00,-7.87042078440591e+00,6.29032758213738e+01
9.93116048420881e+00,-7.85337351020153e+00,6.28458795462013e+01
9.95405417351474e+00,-7.83633803738649e+00,6.27883806386557e+01
9.97700063822500e+00,-7.81931440590741e+00,6.27307790328602e+01
9.99999999999947e+00,-7.80230265578762e+00,6.26730746635834e+01
1.00230523807785e+01,-7.78530282713036e+00,6.26152674662516e+01
1.00461579027834e+01,-7.76831496011528e+00,6.25573573769465e+01
1.00693166885175e+01,-7.75133909500037e+00,6.24993443324128e+01
1.00925288607663e+01,-7.73437527212021e+00,6.24412282700583e+01
1.01157945425984e+01,-7.71742353188644e+00,6.23830091279605e+01
1.01391138573662e+01,-7.70048391478826e+00,6.23246868448731e+01
1.01624869287064e+01,-7.68355646138958e+00,6.22662613602218e+01
1.01859138805406e+01,-7.66664121233092e+00,6.22077326141149e+01
1.02093948370762e+01,-7.64973820832856e+00,6.21491005473442e+01
1.02329299228070e+01,-7.63284749017437e+00,6.20903651013921e+01
1.02565192625135e+01,-7.61596909873393e+00,6.20315262184290e+01
1.02801629812642e+01,-7.59910307494797e+00,6.19725838413214e+01
1.03038612044156e+01,-7.58224945983256e+00,6.19135379136401e+01
1.03276140576134e+01,-7.56540829447575e+00,6.18543883796526e+01
1.03514216667929e+01,-7.54857962004056e+00,6.17951351843375e+01
1.03752841581796e+01,-7.53176347776245e+00,6.17357782733825e+01
1.03992016582900e+01,-7.51495990894985e+00,6.16763175931905e+01
1.04231742939325e+01,-7.49816895498348e+00,6.16167530908815e+01
1.04472021922074e+01,-7.48139065731637e+00,6.15570847142994e+01
1.04712854805084e+01,-7.46462505747293e+00,6.14973124120123e+01
1.04954242865226e+01,-7.44787219704915e+00,6.14374361333197e+01
1.05196187382317e+01,-7.43113211771151e+00,6.13774558282516e+01
1.05438689639120e+01,-7.41440486119756e+00,6.13173714475789e+01
1.05681750921360e+01,-7.39769046931436e+00,6.12571829428098e+01
1.05925372517723e+01,-7.38098898393864e+00,6.11968902661982e+01
1.06169555719867e+01,-7.36430044701746e+00,6.11364933707485e+01
1.06414301822426e+01,-7.34762490056537e+00,6.10759922102140e+01
1.06659612123020e+01,-7.33096238666646e+00,6.10153867391062e+01
1.06905487922260e+01,-7.31431294747211e+00,6.09546769126943e+01
1.07151930523755e+01,-7.29767662520217e+00,6.08938626870132e+01
1.07398941234119e+01,-7.28105346214252e+00,6.08329440188608e+01
1.07646521362978e+01,-7.26444350064704e+00,6.07719208658100e+01
1.07894672222977e+01,-7.24784678313473e+00,6.07107931862043e+01
1.08143395129788e+01,-7.23126335209178e+00,6.06495609391688e+01
1.08392691402114e+01,-7.21469325006872e+00,6.05882240846071e+01
1.08642562361700e+01,-7.19813651968211e+00,6.05267825832121e+01
1.08893009333337e+01,-7.18159320361185e+00,6.04652363964608e+01
1.09144033644870e+01,-7.16506334460266e+00,6.04035854866271e+01
1.09395636627203e+01,-7.14854698546273e+00,6.03418298167783e+01
1.09647819614312e+01,-7.13204416906372e+00,6.02799693507858e+01
1.09900583943246e+01,-7.11555493833909e+00,6.02180040533195e+01
1.10153930954135e+01,-7.09907933628536e+00,6.01559338898607e+01
1.10407861990201e+01,-7.08261740596025e+00,6.00937588266994e+01
1.10662378397760e+01,-7.06616919048278e+00,6.00314788309405e+01
1.10917481526234e+01,-7.04973473303322e+00,5.99690938705097e+01
1.11173172728153e+01,-7.03331407685118e+00,5.99066039141499e+01
1.11429453359167e+01,-7.01690726523662e+00,5.98440089314326e+01
1.11686324778050e+01,-7.00051434154877e+00,5.97813088927579e+01
1.11943788346709e+01,-6.98413534920478e+00,5.97185037693562e+01
1.12201845430190e+01,-6.96777033168104e+00,5.96555935332964e+01
1.12460497396686e+01,-6.95141933251077e+00,5.95925781574851e+01
1.12719745617545e+01,-6.93508239528488e+00,5.95294576156738e+01
1.12979591467273e+01,-6.91875956365101e+00,5.94662318824598e+01
1.13240036323549e+01,-6.90245088131208e+00,5.94029009332891e+01
1.13501081567225e+01,-6.88615639202741e+00,5.93394647444635e+01
1.13762728582337e+01,-6.86987613961049e+00,5.92759232931397e+01
1.14024978756110e+01,-6.85361016793029e+00,5.92122765573369e+01
1.14287833478971e+01,-6.83735852090921e+00,5.91485245159386e+01
1.14551294144547e+01,-6.82112124252251e+00,5.90846671486929e+01
1.14815362149682e+01,-6.80489837679838e+00,5.90207044362193e+01
1.15080038894437e+01,-6.78868996781806e+00,5.89566363600149e+01
1.15345325782103e+01,-6.77249605971367e+00,5.88924629024516e+01
1.15611224219203e+01,-6.75631669666885e+00,5.88281840467838e+01
1.15877735615506e+01,-6.74015192291682e+00,5.87637997771475e+01
1.16144861384028e+01,-6.72400178274178e+00,5.86993100785705e+01
1.16412602941042e+01,-6.70786632047662e+00,5.86347149369682e+01
1.16680961706090e+01,-6.69174558050326e+00,5.85700143391526e+01
1.16949939101980e+01,-6.67563960725122e+00,5.85052082728321e+01
1.17219536554806e+01,-6.65954844519807e+00,5.84402967266169e+01
1.17489755493946e+01,-6.64347213886818e+00,5.83752796900221e+01
1.17760597352074e+01,-6.62741073283242e+00,5.83101571534703e+01
1.18032063565166e+01,-6.61136427170643e+00,5.82449291082930e+01
1.18304155572510e+01,-6.59533280015175e+00,5.81795955467369e+01
1.18576874816709e+01,-6.57931636287384e+00,5.81141564619662e+01
1.18850222743695e+01,-6.56331500462248e+00,5.80486118480658e+01
1.19124200802731e+01,-6.54732877019037e+00,5.79829617000449e+01
1.19398810446420e+01,-6.53135770441210e+00,5.79172060138358e+01
1.19674053130717e+01,-6.51540185216485e+00,5.78513447863043e+01
1.19949930314931e+01,-6.49946125836726e+00,5.77853780152497e+01
1.20226443461734e+01,-6.48353596797756e+00,5.77193056994048e+01
1.20503594037173e+01,-6.46762602599442e+00,5.76531278384422e+01
1.20781383510671e+01,-6.45173147745606e+00,5.75868444329791e+01
1.21059813355041e+01,-6.43585236743807e+00,5.75204554845723e+01
1.21338885046491e+01,-6.41998874105544e+00,5.74539609957350e+01
1.21618600064630e+01,-6.40414064345972e+00,5.73873609699262e+01
1.21898959892480e+01,-6.38830811983825e+00,5.73206554115590e+01
1.22179966016480e+01,-6.37249121541556e+00,5.72538443260074e+01
1.22461619926498e+01,-6.35668997544993e+00,5.71869277196009e+01
1.22743923115834e+01,-6.34090444523542e+00,5.71199055996369e+01
1.23026877081231e+01,-6.32513467009858e+00,5.70527779743744e+01
1.23310483322884e+01,-6.30938069539980e+00,5.69855448530434e+01
1.23594743344444e+01,-6.29364256653241e+00,5.69182062458496e+01
1.23879658653030e+01,-6.27792032891888e+00,5.68507621639619e+01
1.24165230759234e+01,-6.26221402801574e+00,5.67832126195398e+01
1.24451461177131e+01,-6.24652370930711e+00,5.67155576257127e+01
1.24738351424287e+01,-6.23084941830828e+00,5.66477971965995e+01
1.25025903021765e+01,-6.21519120056208e+00,5.65799313472999e+01
1.25314117494134e+01,-6.19954910164013e+00,5.65119600939057e+01
1.25602996369480e+01,-6.18392316714092e+00,5.64438834534973e+01
1.25892541179409e+01,-6.16831344268916e+00,5.63757014441485e+01
1.26182753459060e+01,-6.15271997393593e+00,5.63074140849319e+01
1.26473634747108e+01,-6.13714280655651e+00,5.62390213959149e+01
1.26765186585777e+01,-6.12158198625077e+00,5.61705233981685e+01
1.27057410520847e+01,-6.10603755874230e+00,5.61019201137687e+01
1.27350308101659e+01,-6.09050956977698e+00,5.60332115657958e+01
1.27643880881127e+01,-6.07499806512295e+00,5.59643977783416e+01
1.27938130415745e+01,-6.05950309056902e+00,5.58954787765056e+01
1.28233058265595e+01,-6.04402469192462e+00,5.58264545864043e+01
1.28528665994354e+01,-6.02856291501884e+00,5.57573252351694e+01
1.28824955169306e+01,-6.01311780569954e+00,5.56880907509518e+01
1.29121927361346e+01,-5.99768940983221e+00,5.56187511629216e+01
1.29419584144991e+01,-5.98227777330013e+00,5.55493065012748e+01
1.29717927098388e+01,-5.96688294200234e+00,5.54797567972309e+01
1.30016957803321e+01,-5.95150496185380e+00,5.54101020830375e+01
1.30316677845222e+01,-5.93614387878386e+00,5.53403423919727e+01
1.30617088813176e+01,-5.92079973873694e+00,5.52704777583494e+01
1.30918192299933e+01,-5.90547258766886e+00,5.52005082175086e+01
1.31219989901912e+01,-5.89016247154954e+00,5.51304338058364e+01
1.31522483219216e+01,-5.87486943635899e+00,5.50602545607500e+01
1.31825673855633e+01,-5.85959352808857e+00,5.49899705207115e+01
1.32129563418650e+01,-5.84433479273935e+00,5.49195817252253e+01
1.32434153519459e+01,-5.82909327632110e+00,5.48490882148390e+01
1.32739445772966e+01,-5.81386902485248e+00,5.47784900311510e+01
1.33045441797801e+01,-5.79866208435894e+00,5.47077872168056e+01
1.33352143216324e+01,-5.78347250087169e+00,5.46369798154951e+01
1.33659551654636e+01,-5.76830032042928e+00,5.45660678719727e+01
1.33967668742585e+01,-5.75314558907306e+00,5.44950514320370e+01
1.34276496113778e+01,-5.73800835284951e+00,5.44239305425478e+01
1.34586035405587e+01,-5.72288865780800e+00,5.43527052514242e+01
1.34896288259157e+01,-5.70778654999933e+00,5.42813756076402e+01
1.35207256319420e+01,-5.69270207547616e+00,5.42099416612358e+01
1.35518941235095e+01,-5.67763528029187e+00,5.41384034633140e+01
1.35831344658707e+01,-5.66258621049868e+00,5.40667610660405e+01
1.36144468246587e+01,-5.64755491214745e+00,5.39950145226480e+01
1.36458313658884e+01,-5.63254143128683e+00,5.39231638874373e+01
1.36772882559577e+01,-5.61754581396348e+00,5.38512092157828e+01
1.37088176616477e+01,-5.60256810621792e+00,5.37791505641224e+01
1.37404197501243e+01,-5.58760835408754e+00,5.37069879899738e+01
1.37720946889386e+01,-5.57266660360312e+00,5.36347215519254e+01
1.38038426460280e+01,-5.55774290078839e+00,5.35623513096397e+01
1.38356637897170e+01,-5.54283729166026e+00,5.34898773238600e+01
1.38675582887180e+01,-5.52794982222639e+00,5.34172996564037e+01
1.38995263121327e+01,-5.51308053848550e+00,5.33446183701711e+01
1.39315680294522e+01,-5.49822948642515e+00,5.32718335291394e+01
1.39636836105585e+01,-5.48339671202252e+00,5.31989451983715e+01
1.39958732257253e+01,-5.46858226124209e+00,5.31259534440112e+01
1.40281370456187e+01,-5.45378618003506e+00,5.30528583332862e+01
1.40604752412983e+01,-5.43900851433895e+00,5.29796599345110e+01
1.40928879842179e+01,-5.42424931007552e+00,5.29063583170836e+01
1.41253754462267e+01,-5.40950861315109e+00,5.28329535514911e+01
1.41579377995699e+01,-5.39478646945532e+00,5.27594457093094e+01
1.41905752168901e+01,-5.38008292485958e+00,5.26858348632028e+01
1.42232878712273e+01,-5.36539802521680e+00,5.26121210869268e+01
1.42560759360210e+01,-5.35073181635983e+00,5.25383044553251e+01
1.42889395851102e+01,-5.33608434410097e+00,5.24643850443349e+01
1.43218789927346e+01,-5.32145565423083e+00,5.23903629309852e+01
1.43548943335357e+01,-5.30684579251750e+00,5.23162381933990e+01
