Frequency,Magnitude,Phase
2.57988293603951e+00,-2.99820709829812e+00,-1.35101036060347e+02
2.58047704443516e+00,-2.99715427246885e+00,-1.35107852418289e+02
2.58107128964508e+00,-2.99610167664290e+00,-1.35114668945093e+02
2.58166567170076e+00,-2.99504931082638e+00,-1.35121485640429e+02
2.58226019063373e+00,-2.99399717502517e+00,-1.35128302503958e+02
2.58285484647551e+00,-2.99294526924485e+00,-1.35135119535348e+02
2.58344963925762e+00,-2.99189359349158e+00,-1.35141936734261e+02
2.58404456901159e+00,-2.99084214777098e+00,-1.35148754100364e+02
2.58463963576898e+00,-2.98979093208878e+00,-1.35155571633321e+02
2.58523483956133e+00,-2.98873994645082e+00,-1.35162389332796e+02
2.58583018042019e+00,-2.98768919086289e+00,-1.35169207198455e+02
2.58642565837714e+00,-2.98663866533061e+00,-1.35176025229962e+02
2.58702127346374e+00,-2.98558836985948e+00,-1.35182843426983e+02
2.58761702571157e+00,-2.98453830445559e+00,-1.35189661789181e+02
2.58821291515223e+00,-2.98348846912423e+00,-1.35196480316220e+02
2.58880894181729e+00,-2.98243886387105e+00,-1.35203299007768e+02
2.58940510573837e+00,-2.98138948870173e+00,-1.35210117863488e+02
2.59000140694707e+00,-2.98034034362168e+00,-1.35216936883044e+02
2.59059784547500e+00,-2.97929142863654e+00,-1.35223756066101e+02
2.59119442135379e+00,-2.97824274375191e+00,-1.35230575412323e+02
2.59179113461508e+00,-2.97719428897303e+00,-1.35237394921377e+02
2.59238798529048e+00,-2.97614606430567e+00,-1.35244214592925e+02
2.59298497341166e+00,-2.97509806975484e+00,-1.35251034426633e+02
2.59358209901026e+00,-2.97405030532637e+00,-1.35257854422165e+02
2.59417936211794e+00,-2.97300277102535e+00,-1.35264674579186e+02
2.59477676276637e+00,-2.97195546685750e+00,-1.35271494897360e+02
2.59537430098722e+00,-2.97090839282794e+00,-1.35278315376352e+02
2.59597197681217e+00,-2.96986154894200e+00,-1.35285136015826e+02
2.59656979027291e+00,-2.96881493520475e+00,-1.35291956815448e+02
2.59716774140114e+00,-2.96776855162181e+00,-1.35298777774880e+02
2.59776583022855e+00,-2.96672239819823e+00,-1.35305598893788e+02
2.59836405678686e+00,-2.96567647493939e+00,-1.35312420171836e+02
2.59896242110779e+00,-2.96463078185028e+00,-1.35319241608690e+02
2.59956092322306e+00,-2.96358531893612e+00,-1.35326063204012e+02
2.60015956316440e+00,-2.96254008620217e+00,-1.35332884957468e+02
2.60075834096355e+00,-2.96149508365370e+00,-1.35339706868721e+02
2.60135725665226e+00,-2.96045031129545e+00,-1.35346528937437e+02
2.60195631026228e+00,-2.95940576913263e+00,-1.35353351163280e+02
2.60255550182537e+00,-2.95836145717037e+00,-1.35360173545914e+02
2.60315483137331e+00,-2.95731737541364e+00,-1.35366996085003e+02
2.60375429893786e+00,-2.95627352386721e+00,-1.35373818780212e+02
2.60435390455081e+00,-2.95522990253656e+00,-1.35380641631205e+02
2.60495364824396e+00,-2.95418651142621e+00,-1.35387464637647e+02
2.60555353004909e+00,-2.95314335054143e+00,-1.35394287799201e+02
2.60615354999802e+00,-2.95210041988694e+00,-1.35401111115532e+02
2.60675370812255e+00,-2.95105771946742e+00,-1.35407934586304e+02
2.60735400445451e+00,-2.95001524928819e+00,-1.35414758211181e+02
2.60795443902572e+00,-2.94897300935374e+00,-1.35421581989828e+02
2.60855501186802e+00,-2.94793099966907e+00,-1.35428405921909e+02
2.60915572301325e+00,-2.94688922023868e+00,-1.35435230007089e+02
2.60975657249326e+00,-2.94584767106782e+00,-1.35442054245030e+02
2.61035756033991e+00,-2.94480635216058e+00,-1.35448878635399e+02
2.61095868658505e+00,-2.94376526352226e+00,-1.35455703177857e+02
2.61155995126056e+00,-2.94272440515722e+00,-1.35462527872071e+02
2.61216135439832e+00,-2.94168377707027e+00,-1.35469352717704e+02
2.61276289603022e+00,-2.94064337926602e+00,-1.35476177714419e+02
2.61336457618814e+00,-2.93960321174917e+00,-1.35483002861882e+02
2.61396639490399e+00,-2.93856327452408e+00,-1.35489828159757e+02
2.61456835220968e+00,-2.93752356759551e+00,-1.35496653607706e+02
2.61517044813711e+00,-2.93648409096796e+00,-1.35503479205395e+02
2.61577268271822e+00,-2.93544484464584e+00,-1.35510304952489e+02
2.61637505598493e+00,-2.93440582863377e+00,-1.35517130848650e+02
2.61697756796919e+00,-2.93336704293630e+00,-1.35523956893543e+02
2.61758021870292e+00,-2.93232848755769e+00,-1.35530783086831e+02
2.61818300821810e+00,-2.93129016250244e+00,-1.35537609428179e+02
2.61878593654667e+00,-2.93025206777503e+00,-1.35544435917252e+02
2.61938900372060e+00,-2.92921420337979e+00,-1.35551262553711e+02
2.61999220977187e+00,-2.92817656932083e+00,-1.35558089337223e+02
2.62059555473246e+00,-2.92713916560281e+00,-1.35564916267452e+02
2.62119903863435e+00,-2.92610199222999e+00,-1.35571743344059e+02
2.62180266150955e+00,-2.92506504920647e+00,-1.35578570566711e+02
2.62240642339006e+00,-2.92402833653673e+00,-1.35585397935070e+02
2.62301032430788e+00,-2.92299185422466e+00,-1.35592225448801e+02
2.62361436429503e+00,-2.92195560227498e+00,-1.35599053107568e+02
2.62421854338355e+00,-2.92091958069146e+00,-1.35605880911034e+02
2.62482286160546e+00,-2.91988378947811e+00,-1.35612708858865e+02
2.62542731899281e+00,-2.91884822863974e+00,-1.35619536950722e+02
2.62603191557764e+00,-2.91781289817968e+00,-1.35626365186270e+02
2.62663665139200e+00,-2.91677779810267e+00,-1.35633193565174e+02
2.62724152646797e+00,-2.91574292841230e+00,-1.35640022087097e+02
2.62784654083760e+00,-2.91470828911298e+00,-1.35646850751703e+02
2.62845169453298e+00,-2.91367388020830e+00,-1.35653679558655e+02
2.62905698758619e+00,-2.91263970170259e+00,-1.35660508507619e+02
2.62966242002933e+00,-2.91160575359959e+00,-1.35667337598257e+02
2.63026799189449e+00,-2.91057203590354e+00,-1.35674166830232e+02
2.63087370321378e+00,-2.90953854861800e+00,-1.35680996203211e+02
2.63147955401931e+00,-2.90850529174716e+00,-1.35687825716855e+02
2.63208554434320e+00,-2.90747226529464e+00,-1.35694655370829e+02
2.63269167421759e+00,-2.90643946926452e+00,-1.35701485164797e+02
2.63329794367462e+00,-2.90540690366039e+00,-1.35708315098421e+02
2.63390435274641e+00,-2.90437456848606e+00,-1.35715145171367e+02
2.63451090146514e+00,-2.90334246374555e+00,-1.35721975383298e+02
2.63511758986294e+00,-2.90231058944247e+00,-1.35728805733877e+02
2.63572441797200e+00,-2.90127894558044e+00,-1.35735636222768e+02
2.63633138582448e+00,-2.90024753216328e+00,-1.35742466849636e+02
2.63693849345257e+00,-2.89921634919452e+00,-1.35749297614144e+02
2.63754574088844e+00,-2.89818539667809e+00,-1.35756128515955e+02
2.63815312816431e+00,-2.89715467461736e+00,-1.35762959554733e+02
2.63876065531237e+00,-2.89612418301596e+00,-1.35769790730142e+02
2.63936832236483e+00,-2.89509392187744e+00,-1.35776622041846e+02
2.63997612935391e+00,-2.89406389120542e+00,-1.35783453489508e+02
2.64058407631183e+00,-2.89303409100362e+00,-1.35790285072792e+02
2.64119216327084e+00,-2.89200452127523e+00,-1.35797116791362e+02
2.64180039026316e+00,-2.89097518202380e+00,-1.35803948644881e+02
2.64240875732104e+00,-2.88994607325308e+00,-1.35810780633013e+02
2.64301726447675e+00,-2.88891719496593e+00,-1.35817612755423e+02
2.64362591176254e+00,-2.88788854716639e+00,-1.35824445011771e+02
2.64423469921068e+00,-2.88686012985744e+00,-1.35831277401724e+02
2.64484362685346e+00,-2.88583194304250e+00,-1.35838109924945e+02
2.64545269472314e+00,-2.88480398672496e+00,-1.35844942581096e+02
2.64606190285204e+00,-2.88377626090817e+00,-1.35851775369843e+02
2.64667125127244e+00,-2.88274876559519e+00,-1.35858608290847e+02
2.64728074001666e+00,-2.88172150078965e+00,-1.35865441343774e+02
2.64789036911700e+00,-2.88069446649441e+00,-1.35872274528287e+02
2.64850013860579e+00,-2.87966766271304e+00,-1.35879107844048e+02
2.64911004851537e+00,-2.87864108944835e+00,-1.35885941290723e+02
2.64972009887805e+00,-2.87761474670383e+00,-1.35892774867974e+02
2.65033028972620e+00,-2.87658863448245e+00,-1.35899608575464e+02
2.65094062109217e+00,-2.87556275278742e+00,-1.35906442412858e+02
2.65155109300830e+00,-2.87453710162192e+00,-1.35913276379819e+02
2.65216170550697e+00,-2.87351168098875e+00,-1.35920110476010e+02
2.65277245862055e+00,-2.87248649089110e+00,-1.35926944701096e+02
2.65338335238143e+00,-2.87146153133190e+00,-1.35933779054739e+02
2.65399438682199e+00,-2.87043680231426e+00,-1.35940613536603e+02
2.65460556197463e+00,-2.86941230384092e+00,-1.35947448146352e+02
2.65521687787175e+00,-2.86838803591522e+00,-1.35954282883650e+02
2.65582833454576e+00,-2.86736399853998e+00,-1.35961117748159e+02
2.65643993202909e+00,-2.86634019171786e+00,-1.35967952739543e+02
2.65705167035416e+00,-2.86531661545173e+00,-1.35974787857466e+02
2.65766354955340e+00,-2.86429326974462e+00,-1.35981623101591e+02
2.65827556965925e+00,-2.86327015459954e+00,-1.35988458471582e+02
2.65888773070417e+00,-2.86224727001881e+00,-1.35995293967102e+02
2.65950003272060e+00,-2.86122461600569e+00,-1.36002129587814e+02
2.66011247574102e+00,-2.86020219256246e+00,-1.36008965333383e+02
2.66072505979789e+00,-2.85917999969230e+00,-1.36015801203471e+02
2.66133778492370e+00,-2.85815803739760e+00,-1.36022637197743e+02
2.66195065115092e+00,-2.85713630568113e+00,-1.36029473315861e+02
2.66256365851205e+00,-2.85611480454561e+00,-1.36036309557488e+02
2.66317680703960e+00,-2.85509353399356e+00,-1.36043145922290e+02
2.66379009676607e+00,-2.85407249402761e+00,-1.36049982409928e+02
2.66440352772398e+00,-2.85305168465041e+00,-1.36056819020067e+02
2.66501709994584e+00,-2.85203110586452e+00,-1.36063655752369e+02
2.66563081346420e+00,-2.85101075767236e+00,-1.36070492606499e+02
2.66624466831159e+00,-2.84999064007666e+00,-1.36077329582119e+02
2.66685866452056e+00,-2.84897075307967e+00,-1.36084166678894e+02
2.66747280212365e+00,-2.84795109668389e+00,-1.36091003896485e+02
2.66808708115344e+00,-2.84693167089173e+00,-1.36097841234559e+02
2.66870150164249e+00,-2.84591247570590e+00,-1.36104678692775e+02
2.66931606362337e+00,-2.84489351112855e+00,-1.36111516270799e+02
2.66993076712867e+00,-2.84387477716197e+00,-1.36118353968296e+02
2.67054561219097e+00,-2.84285627380851e+00,-1.36125191784926e+02
2.67116059884289e+00,-2.84183800107067e+00,-1.36132029720355e+02
2.67177572711702e+00,-2.84081995895073e+00,-1.36138867774245e+02
2.67239099704598e+00,-2.83980214745073e+00,-1.36145705946259e+02
2.67300640866239e+00,-2.83878456657309e+00,-1.36152544236062e+02
2.67362196199887e+00,-2.83776721631983e+00,-1.36159382643317e+02
2.67423765708807e+00,-2.83675009669355e+00,-1.36166221167686e+02
2.67485349396262e+00,-2.83573320769606e+00,-1.36173059808833e+02
2.67546947265518e+00,-2.83471654932954e+00,-1.36179898566423e+02
2.67608559319841e+00,-2.83370012159635e+00,-1.36186737440117e+02
2.67670185562496e+00,-2.83268392449827e+00,-1.36193576429579e+02
2.67731825996753e+00,-2.83166795803757e+00,-1.36200415534474e+02
2.67793480625878e+00,-2.83065222221619e+00,-1.36207254754464e+02
2.67855149453140e+00,-2.82963671703623e+00,-1.36214094089213e+02
2.67916832481810e+00,-2.82862144249968e+00,-1.36220933538383e+02
2.67978529715158e+00,-2.82760639860853e+00,-1.36227773101639e+02
2.68040241156454e+00,-2.82659158536476e+00,-1.36234612778643e+02
2.68101966808970e+00,-2.82557700277024e+00,-1.36241452569059e+02
2.68163706675980e+00,-2.82456265082672e+00,-1.36248292472552e+02
2.68225460760756e+00,-2.82354852953640e+00,-1.36255132488782e+02
2.68287229066573e+00,-2.82253463890085e+00,-1.36261972617415e+02
2.68349011596706e+00,-2.82152097892216e+00,-1.36268812858114e+02
2.68410808354430e+00,-2.82050754960191e+00,-1.36275653210541e+02
2.68472619343021e+00,-2.81949435094196e+00,-1.36282493674360e+02
2.68534444565757e+00,-2.81848138294406e+00,-1.36289334249234e+02
2.68596284025916e+00,-2.81746864560984e+00,-1.36296174934829e+02
2.68658137726777e+00,-2.81645613894131e+00,-1.36303015730804e+02
2.68720005671618e+00,-2.81544386293990e+00,-1.36309856636826e+02
2.68781887863720e+00,-2.81443181760738e+00,-1.36316697652556e+02
2.68843784306364e+00,-2.81342000294521e+00,-1.36323538777659e+02
2.68905695002832e+00,-2.81240841895518e+00,-1.36330380011798e+02
2.68967619956405e+00,-2.81139706563891e+00,-1.36337221354636e+02
2.69029559170368e+00,-2.81038594299763e+00,-1.36344062805835e+02
2.69091512648004e+00,-2.80937505103326e+00,-1.36350904365061e+02
2.69153480392598e+00,-2.80836438974724e+00,-1.36357746031975e+02
2.69215462407435e+00,-2.80735395914099e+00,-1.36364587806243e+02
2.69277458695802e+00,-2.80634375921594e+00,-1.36371429687525e+02
2.69339469260985e+00,-2.80533378997368e+00,-1.36378271675486e+02
2.69401494106273e+00,-2.80432405141546e+00,-1.36385113769791e+02
2.69463533234953e+00,-2.80331454354262e+00,-1.36391955970101e+02
2.69525586650316e+00,-2.80230526635672e+00,-1.36398798276080e+02
2.69587654355650e+00,-2.80129621985898e+00,-1.36405640687391e+02
2.69649736354248e+00,-2.80028740405080e+00,-1.36412483203699e+02
2.69711832649400e+00,-2.79927881893330e+00,-1.36419325824666e+02
2.69773943244398e+00,-2.79827046450807e+00,-1.36426168549955e+02
2.69836068142536e+00,-2.79726234077602e+00,-1.36433011379230e+02
2.69898207347107e+00,-2.79625444773869e+00,-1.36439854312154e+02
2.69960360861407e+00,-2.79524678539692e+00,-1.36446697348391e+02
2.70022528688730e+00,-2.79423935375223e+00,-1.36453540487604e+02
2.70084710832372e+00,-2.79323215280544e+00,-1.36460383729456e+02
2.70146907295630e+00,-2.79222518255792e+00,-1.36467227073611e+02
2.70209118081803e+00,-2.79121844301066e+00,-1.36474070519732e+02
2.70271343194187e+00,-2.79021193416478e+00,-1.36480914067482e+02
2.70333582636083e+00,-2.78920565602133e+00,-1.36487757716525e+02
2.70395836410790e+00,-2.78819960858135e+00,-1.36494601466524e+02
2.70458104521608e+00,-2.78719379184588e+00,-1.36501445317142e+02
2.70520386971840e+00,-2.78618820581578e+00,-1.36508289268044e+02
2.70582683764788e+00,-2.78518285049195e+00,-1.36515133318891e+02
2.70644994903753e+00,-2.78417772587556e+00,-1.36521977469348e+02
2.70707320392041e+00,-2.78317283196728e+00,-1.36528821719079e+02
2.70769660232955e+00,-2.78216816876812e+00,-1.36535666067745e+02
2.70832014429800e+00,-2.78116373627896e+00,-1.36542510515012e+02
2.70894382985883e+00,-2.78015953450065e+00,-1.36549355060540e+02
2.70956765904510e+00,-2.77915556343393e+00,-1.36556199703996e+02
2.71019163188989e+00,-2.77815182307941e+00,-1.36563044445042e+02
2.71081574842628e+00,-2.77714831343811e+00,-1.36569889283340e+02
2.71144000868736e+00,-2.77614503451084e+00,-1.36576734218556e+02
2.71206441270622e+00,-2.77514198629804e+00,-1.36583579250352e+02
2.71268896051598e+00,-2.77413916880045e+00,-1.36590424378390e+02
2.71331365214974e+00,-2.77313658201897e+00,-1.36597269602335e+02
2.71393848764063e+00,-2.77213422595387e+00,-1.36604114921852e+02
2.71456346702178e+00,-2.77113210060619e+00,-1.36610960336601e+02
2.71518859032631e+00,-2.77013020597596e+00,-1.36617805846248e+02
2.71581385758738e+00,-2.76912854206428e+00,-1.36624651450455e+02
2.71643926883813e+00,-2.76812710887148e+00,-1.36631497148885e+02
2.71706482411172e+00,-2.76712590639808e+00,-1.36638342941203e+02
2.71769052344132e+00,-2.76612493464457e+00,-1.36645188827072e+02
2.71831636686011e+00,-2.76512419361144e+00,-1.36652034806155e+02
2.71894235440126e+00,-2.76412368329905e+00,-1.36658880878117e+02
2.71956848609796e+00,-2.76312340370787e+00,-1.36665727042618e+02
2.72019476198342e+00,-2.76212335483829e+00,-1.36672573299324e+02
2.72082118209083e+00,-2.76112353669073e+00,-1.36679419647898e+02
2.72144774645341e+00,-2.76012394926556e+00,-1.36686266088004e+02
2.72207445510437e+00,-2.75912459256292e+00,-1.36693112619303e+02
2.72270130807695e+00,-2.75812546658323e+00,-1.36699959241462e+02
2.72332830540438e+00,-2.75712657132692e+00,-1.36706805954142e+02
2.72395544711991e+00,-2.75612790679394e+00,-1.36713652757007e+02
2.72458273325677e+00,-2.75512947298486e+00,-1.36720499649721e+02
2.72521016384824e+00,-2.75413126989948e+00,-1.36727346631948e+02
2.72583773892757e+00,-2.75313329753824e+00,-1.36734193703349e+02
2.72646545852804e+00,-2.75213555590104e+00,-1.36741040863591e+02
2.72709332268294e+00,-2.75113804498844e+00,-1.36747888112334e+02
2.72772133142554e+00,-2.75014076480020e+00,-1.36754735449244e+02
2.72834948478916e+00,-2.74914371533652e+00,-1.36761582873983e+02
2.72897778280708e+00,-2.74814689659747e+00,-1.36768430386215e+02
2.72960622551262e+00,-2.74715030858301e+00,-1.36775277985604e+02
2.73023481293911e+00,-2.74615395129321e+00,-1.36782125671813e+02
2.73086354511986e+00,-2.74515782472789e+00,-1.36788973444506e+02
2.73149242208822e+00,-2.74416192888727e+00,-1.36795821303345e+02
2.73212144387752e+00,-2.74316626377106e+00,-1.36802669247996e+02
2.73275061052112e+00,-2.74217082937933e+00,-1.36809517278121e+02
2.73337992205237e+00,-2.74117562571174e+00,-1.36816365393384e+02
2.73400937850464e+00,-2.74018065276844e+00,-1.36823213593448e+02
2.73463897991131e+00,-2.73918591054910e+00,-1.36830061877977e+02
2.73526872630574e+00,-2.73819139905360e+00,-1.36836910246634e+02
2.73589861772134e+00,-2.73719711828164e+00,-1.36843758699083e+02
2.73652865419150e+00,-2.73620306823306e+00,-1.36850607234989e+02
2.73715883574962e+00,-2.73520924890756e+00,-1.36857455854013e+02
2.73778916242911e+00,-2.73421566030469e+00,-1.36864304555821e+02
2.73841963426339e+00,-2.73322230242443e+00,-1.36871153340074e+02
2.73905025128589e+00,-2.73222917526643e+00,-1.36878002206438e+02
2.73968101353005e+00,-2.73123627883011e+00,-1.36884851154576e+02
2.74031192102930e+00,-2.73024361311526e+00,-1.36891700184150e+02
2.74094297381710e+00,-2.72925117812151e+00,-1.36898549294825e+02
2.74157417192691e+00,-2.72825897384810e+00,-1.36905398486265e+02
2.74220551539218e+00,-2.72726700029490e+00,-1.36912247758134e+02
2.74283700424640e+00,-2.72627525746135e+00,-1.36919097110094e+02
2.74346863852304e+00,-2.72528374534684e+00,-1.36925946541810e+02
2.74410041825560e+00,-2.72429246395101e+00,-1.36932796052944e+02
2.74473234347756e+00,-2.72330141327323e+00,-1.36939645643162e+02
2.74536441422244e+00,-2.72231059331291e+00,-1.36946495312126e+02
2.74599663052374e+00,-2.72132000406953e+00,-1.36953345059500e+02
2.74662899241498e+00,-2.72032964554229e+00,-1.36960194884949e+02
2.74726149992970e+00,-2.71933951773064e+00,-1.36967044788134e+02
2.74789415310142e+00,-2.71834962063410e+00,-1.36973894768721e+02
2.74852695196369e+00,-2.71735995425154e+00,-1.36980744826373e+02
2.74915989655006e+00,-2.71637051858248e+00,-1.36987594960754e+02
2.74979298689409e+00,-2.71538131362628e+00,-1.36994445171528e+02
2.75042622302934e+00,-2.71439233938199e+00,-1.37001295458358e+02
2.75105960498939e+00,-2.71340359584880e+00,-1.37008145820907e+02
2.75169313280781e+00,-2.71241508302612e+00,-1.37014996258841e+02
2.75232680651820e+00,-2.71142680091284e+00,-1.37021846771822e+02
2.75296062615416e+00,-2.71043874950837e+00,-1.37028697359514e+02
2.75359459174928e+00,-2.70945092881155e+00,-1.37035548021581e+02
2.75422870333718e+00,-2.70846333882152e+00,-1.37042398757687e+02
2.75486296095149e+00,-2.70747597953734e+00,-1.37049249567497e+02
2.75549736462582e+00,-2.70648885095815e+00,-1.37056100450672e+02
2.75613191439382e+00,-2.70550195308286e+00,-1.37062951406878e+02
2.75676661028912e+00,-2.70451528591052e+00,-1.37069802435779e+02
2.75740145234538e+00,-2.70352884943995e+00,-1.37076653537038e+02
2.75803644059625e+00,-2.70254264367025e+00,-1.37083504710317e+02
2.75867157507541e+00,-2.70155666860028e+00,-1.37090355955284e+02
2.75930685581652e+00,-2.70057092422882e+00,-1.37097207271599e+02
2.75994228285328e+00,-2.69958541055509e+00,-1.37104058658928e+02
2.76057785621936e+00,-2.69860012757753e+00,-1.37110910116935e+02
2.76121357594847e+00,-2.69761507529503e+00,-1.37117761645283e+02
2.76184944207431e+00,-2.69663025370652e+00,-1.37124613243636e+02
2.76248545463059e+00,-2.69564566281073e+00,-1.37131464911660e+02
2.76312161365104e+00,-2.69466130260622e+00,-1.37138316649015e+02
2.76375791916938e+00,-2.69367717309192e+00,-1.37145168455368e+02
2.76439437121935e+00,-2.69269327426665e+00,-1.37152020330381e+02
2.76503096983469e+00,-2.69170960612859e+00,-1.37158872273721e+02
2.76566771504916e+00,-2.69072616867681e+00,-1.37165724285048e+02
2.76630460689652e+00,-2.68974296190975e+00,-1.37172576364029e+02
2.76694164541052e+00,-2.68875998582610e+00,-1.37179428510328e+02
2.76757883062496e+00,-2.68777724042431e+00,-1.37186280723607e+02
2.76821616257360e+00,-2.68679472570312e+00,-1.37193133003530e+02
2.76885364129025e+00,-2.68581244166092e+00,-1.37199985349764e+02
2.76949126680869e+00,-2.68483038829626e+00,-1.37206837761970e+02
2.77012903916274e+00,-2.68384856560742e+00,-1.37213690239813e+02
2.77076695838621e+00,-2.68286697359316e+00,-1.37220542782957e+02
2.77140502451292e+00,-2.68188561225164e+00,-1.37227395391068e+02
2.77204323757671e+00,-2.68090448158141e+00,-1.37234248063807e+02
2.77268159761140e+00,-2.67992358158089e+00,-1.37241100800840e+02
2.77332010465085e+00,-2.67894291224838e+00,-1.37247953601831e+02
2.77395875872890e+00,-2.67796247358201e+00,-1.37254806466443e+02
2.77459755987942e+00,-2.67698226558031e+00,-1.37261659394342e+02
2.77523650813628e+00,-2.67600228824154e+00,-1.37268512385191e+02
2.77587560353335e+00,-2.67502254156401e+00,-1.37275365438653e+02
2.77651484610451e+00,-2.67404302554581e+00,-1.37282218554395e+02
2.77715423588367e+00,-2.67306374018514e+00,-1.37289071732079e+02
2.77779377290471e+00,-2.67208468548047e+00,-1.37295924971369e+02
2.77843345720155e+00,-2.67110586142966e+00,-1.37302778271931e+02
2.77907328880810e+00,-2.67012726803079e+00,-1.37309631633428e+02
2.77971326775829e+00,-2.66914890528215e+00,-1.37316485055525e+02
2.78035339408604e+00,-2.66817077318158e+00,-1.37323338537885e+02
2.78099366782530e+00,-2.66719287172774e+00,-1.37330192080174e+02
2.78163408901001e+00,-2.66621520091798e+00,-1.37337045682055e+02
2.78227465767412e+00,-2.66523776075068e+00,-1.37343899343192e+02
2.78291537385160e+00,-2.66426055122381e+00,-1.37350753063251e+02
2.78355623757643e+00,-2.66328357233524e+00,-1.37357606841894e+02
2.78419724888256e+00,-2.66230682408299e+00,-1.37364460678787e+02
2.78483840780400e+00,-2.66133030646494e+00,-1.37371314573595e+02
2.78547971437474e+00,-2.66035401947890e+00,-1.37378168525981e+02
2.78612116862877e+00,-2.65937796312277e+00,-1.37385022535609e+02
2.78676277060010e+00,-2.65840213739449e+00,-1.37391876602144e+02
2.78740452032277e+00,-2.65742654229192e+00,-1.37398730725251e+02
2.78804641783077e+00,-2.65645117781274e+00,-1.37405584904594e+02
2.78868846315817e+00,-2.65547604395461e+00,-1.37412439139837e+02
2.78933065633898e+00,-2.65450114071536e+00,-1.37419293430645e+02
2.78997299740726e+00,-2.65352646809298e+00,-1.37426147776682e+02
2.79061548639707e+00,-2.65255202608491e+00,-1.37433002177613e+02
2.79125812334247e+00,-2.65157781468873e+00,-1.37439856633102e+02
2.79190090827753e+00,-2.65060383390235e+00,-1.37446711142814e+02
2.79254384123633e+00,-2.64963008372323e+00,-1.37453565706413e+02
2.79318692225296e+00,-2.64865656414885e+00,-1.37460420323565e+02
2.79383015136152e+00,-2.64768327517716e+00,-1.37467274993932e+02
2.79447352859611e+00,-2.64671021680540e+00,-1.37474129717180e+02
2.79511705399083e+00,-2.64573738903129e+00,-1.37480984492974e+02
2.79576072757982e+00,-2.64476479185207e+00,-1.37487839320977e+02
2.79640454939719e+00,-2.64379242526541e+00,-1.37494694200856e+02
2.79704851947708e+00,-2.64282028926873e+00,-1.37501549132274e+02
2.79769263785364e+00,-2.64184838385951e+00,-1.37508404114895e+02
2.79833690456101e+00,-2.64087670903521e+00,-1.37515259148386e+02
2.79898131963335e+00,-2.63990526479297e+00,-1.37522114232410e+02
2.79962588310483e+00,-2.63893405113049e+00,-1.37528969366631e+02
2.80027059500962e+00,-2.63796306804476e+00,-1.37535824550716e+02
2.80091545538191e+00,-2.63699231553332e+00,-1.37542679784327e+02
2.80156046425588e+00,-2.63602179359338e+00,-1.37549535067131e+02
2.80220562166573e+00,-2.63505150222208e+00,-1.37556390398792e+02
2.80285092764567e+00,-2.63408144141685e+00,-1.37563245778975e+02
2.80349638222991e+00,-2.63311161117482e+00,-1.37570101207344e+02
2.80414198545268e+00,-2.63214201149328e+00,-1.37576956683564e+02
2.80478773734819e+00,-2.63117264236916e+00,-1.37583812207300e+02
2.80543363795070e+00,-2.63020350379974e+00,-1.37590667778218e+02
2.80607968729443e+00,-2.62923459578231e+00,-1.37597523395981e+02
2.80672588541366e+00,-2.62826591831370e+00,-1.37604379060255e+02
2.80737223234263e+00,-2.62729747139111e+00,-1.37611234770704e+02
2.80801872811562e+00,-2.62632925501149e+00,-1.37618090526993e+02
2.80866537276690e+00,-2.62536126917188e+00,-1.37624946328788e+02
2.80931216633075e+00,-2.62439351386950e+00,-1.37631802175753e+02
2.80995910884148e+00,-2.62342598910088e+00,-1.37638658067554e+02
2.81060620033338e+00,-2.62245869486343e+00,-1.37645514003854e+02
2.81125344084075e+00,-2.62149163115374e+00,-1.37652369984320e+02
2.81190083039792e+00,-2.62052479796882e+00,-1.37659226008616e+02
2.81254836903920e+00,-2.61955819530558e+00,-1.37666082076407e+02
2.81319605679894e+00,-2.61859182316089e+00,-1.37672938187358e+02
2.81384389371146e+00,-2.61762568153144e+00,-1.37679794341135e+02
2.81449187981112e+00,-2.61665977041411e+00,-1.37686650537403e+02
2.81514001513228e+00,-2.61569408980564e+00,-1.37693506775826e+02
2.81578829970929e+00,-2.61472863970281e+00,-1.37700363056069e+02
2.81643673357652e+00,-2.61376342010252e+00,-1.37707219377798e+02
2.81708531676837e+00,-2.61279843100129e+00,-1.37714075740678e+02
2.81773404931920e+00,-2.61183367239566e+00,-1.37720932144374e+02
2.81838293126343e+00,-2.61086914428276e+00,-1.37727788588551e+02
2.81903196263545e+00,-2.60990484665875e+00,-1.37734645072875e+02
2.81968114346967e+00,-2.60894077952032e+00,-1.37741501597010e+02
2.82033047380051e+00,-2.60797694286419e+00,-1.37748358160623e+02
2.82097995366240e+00,-2.60701333668688e+00,-1.37755214763377e+02
2.82162958308978e+00,-2.60604996098488e+00,-1.37762071404940e+02
2.82227936211708e+00,-2.60508681575467e+00,-1.37768928084974e+02
2.82292929077876e+00,-2.60412390099302e+00,-1.37775784803147e+02
2.82357936910927e+00,-2.60316121669605e+00,-1.37782641559122e+02
2.82422959714309e+00,-2.60219876286027e+00,-1.37789498352568e+02
2.82487997491468e+00,-2.60123653948222e+00,-1.37796355183147e+02
2.82553050245853e+00,-2.60027454655817e+00,-1.37803212050526e+02
2.82618117980913e+00,-2.59931278408455e+00,-1.37810068954370e+02
2.82683200700097e+00,-2.59835125205761e+00,-1.37816925894344e+02
2.82748298406857e+00,-2.59738995047371e+00,-1.37823782870114e+02
