Frequency (Hz),Trace 1: Impedance: Real (Ω),Trace 1: Impedance: Imaginary (Ω),Trace 1: Impedance: Cs (F),Trace 2: Impedance: Real (Ω),Trace 2: Impedance: Imaginary (Ω),Trace 2: Impedance: Phase (°)
869.671269,21092.1932293837,-220810.577769241,8.28791207052386E-10,21092.1932293837,-220810.577769241,-84.5435673013416
886.354997,20735.7270062841,-216664.907813883,8.28750603710439E-10,20735.7270062841,-216664.907813883,-84.533207194538
903.358785,19854.3302358934,-213283.494452118,8.26042917013779E-10,19854.3302358934,-213283.494452118,-84.6817243266187
920.688773,19034.0692136208,-209500.687839368,8.25128962005548E-10,19034.0692136208,-209500.687839368,-84.8086762900643
938.351219,19262.8559974636,-206006.545399348,8.23329525170109E-10,19262.8559974636,-206006.545399348,-84.6580314436491
956.3525,19718.6975650985,-201877.47122438,8.24355003267273E-10,19718.6975650985,-201877.47122438,-84.4212420328297
974.699116,18936.1861258124,-197879.318819079,8.25180872897128E-10,18936.1861258124,-197879.318819079,-84.5336899068833
993.397694,17916.7648554182,-194283.169857136,8.24635075642114E-10,17916.7648554182,-194283.169857136,-84.731094532353
1012.454983,18286.3591800267,-191096.005129293,8.22607758441085E-10,18286.3591800267,-191096.005129293,-84.5338959404754
1031.877867,18077.1670410723,-187906.208785953,8.20825243358312E-10,18077.1670410723,-187906.208785953,-84.5048770814373
1051.673359,17558.244368625,-184370.08463732,8.20821652283013E-10,17558.244368625,-184370.08463732,-84.5599178299317
1071.848606,17077.775293053,-181243.850235719,8.19263119264674E-10,17077.775293053,-181243.850235719,-84.6171747372263
1092.410894,16886.4562223004,-177388.434366008,8.21313210868243E-10,16886.4562223004,-177388.434366008,-84.5621264146816
1113.367647,16732.31656139,-174432.110149345,8.19511589869493E-10,16732.31656139,-174432.110149345,-84.5206947394485
1134.726435,16074.1124798692,-171866.143485019,8.16091073017275E-10,16074.1124798692,-171866.143485019,-84.656844931331
1156.494968,16492.455229125,-168972.978327,8.1444005607237E-10,16492.455229125,-168972.978327,-84.4253547390353
1178.681107,16530.6710766398,-165683.078100747,8.14977567729825E-10,16530.6710766398,-165683.078100747,-84.3022936535844
1201.292864,15558.8386414488,-162309.254862533,8.16258939121678E-10,15558.8386414488,-162309.254862533,-84.5244020789889
1224.338404,15520.1999262926,-159516.430560284,8.1491673467928E-10,15520.1999262926,-159516.430560284,-84.4428808124074
1247.826048,15074.6985679835,-157055.024617031,8.12108861225308E-10,15074.6985679835,-157055.024617031,-84.5173435524584
1271.764278,15170.2109690639,-153912.007514107,8.13094468742314E-10,15170.2109690639,-153912.007514107,-84.3708702379399
1296.161738,14934.4726918209,-151133.816898821,8.12454940302287E-10,14934.4726918209,-151133.816898821,-84.3565686888407
1321.027238,14699.9640867467,-148545.348594996,8.11053125090992E-10,14699.9640867467,-148545.348594996,-84.3484424883592
1346.369756,13805.808115722,-146083.663603829,8.09196754722998E-10,13805.808115722,-146083.663603829,-84.6012298838777
1372.198443,14185.2808844313,-143355.586866385,8.0907463589391E-10,14185.2808844313,-143355.586866385,-84.3488807589991
1398.522627,14076.2326219328,-140947.998840417,8.07405530971783E-10,14076.2326219328,-140947.998840417,-84.2968798778559
1425.351812,13735.4748274313,-138680.833290917,8.05158935360326E-10,13735.4748274313,-138680.833290917,-84.3436565415195
1452.695687,13416.6365818817,-136111.170723174,8.04918140162159E-10,13416.6365818817,-136111.170723174,-84.3704739711857
1480.564126,13291.0310911447,-133839.414849595,8.03172592549514E-10,13291.0310911447,-133839.414849595,-84.3287900907882
1508.967191,13172.4010831887,-131503.314254097,8.02054049883654E-10,13172.4010831887,-131503.314254097,-84.2798865119758
1537.915139,13061.0711223399,-128960.46545295,8.0247436467461E-10,13061.0711223399,-128960.46545295,-84.216823339833
1567.418423,12672.6280655383,-126711.319658963,8.01345441240228E-10,12672.6280655383,-126711.319658963,-84.2887370614011
1597.487697,12425.7899358793,-124719.576721106,7.98818255401791E-10,12425.7899358793,-124719.576721106,-84.3104069502034
1628.133818,12327.2738637386,-122194.227742319,7.99980394180575E-10,12327.2738637386,-122194.227742319,-84.2393415370984
1659.367852,11931.3478238763,-120372.525997465,7.96801394437767E-10,11931.3478238763,-120372.525997465,-84.339321411672
1691.201079,11489.3270647216,-118196.939912801,7.96193543857174E-10,11489.3270647216,-118196.939912801,-84.4480096010749
1723.644993,11636.206153734,-115988.016531049,7.96084535871031E-10,11636.206153734,-115988.016531049,-84.2711133072397
1756.711309,11850.3969234971,-113814.898975067,7.96013837370685E-10,11850.3969234971,-113814.898975067,-84.0557872189093
1790.411967,11402.2068524185,-112079.102792704,7.93126597051332E-10,11402.2068524185,-112079.102792704,-84.1910812203316
1824.759137,10884.4569223635,-109742.888275217,7.94764021599603E-10,10884.4569223635,-109742.888275217,-84.3358466888547
1859.765222,10850.3229492604,-107796.932956443,7.93881360213513E-10,10850.3229492604,-107796.932956443,-84.2522401886282
1895.442861,10845.6025156272,-106033.936159015,7.91889439334628E-10,10845.6025156272,-106033.936159015,-84.1598538485088
1931.804939,10687.1693758818,-104216.678761203,7.90532321095665E-10,10687.1693758818,-104216.678761203,-84.144922596239
1968.864584,10632.1211179757,-102173.987303082,7.91159309588049E-10,10632.1211179757,-102173.987303082,-84.059240654989
2006.63518,10513.725549053,-100612.724924068,7.88313199424743E-10,10513.725549053,-100612.724924068,-84.0344153751944
2045.130365,9993.99879589841,-98772.5432648886,7.87885119640091E-10,9993.99879589841,-98772.5432648886,-84.2223643441822
2084.36404,9743.13602344982,-97163.5612740551,7.85856293054976E-10,9743.13602344982,-97163.5612740551,-84.2737719714556
2124.350371,9807.18919743292,-95127.7258104779,7.87565839462914E-10,9807.18919743292,-95127.7258104779,-84.1138887088387
2165.103798,9440.1542090215,-93742.1593452843,7.84163198388777E-10,9440.1542090215,-93742.1593452843,-84.2495068006863
2206.639037,9399.07177311003,-91922.9573826046,7.84629886854971E-10,9399.07177311003,-91922.9573826046,-84.1618276134938
2248.971086,9107.01291128233,-90515.8106219334,7.81829070389892E-10,9107.01291128233,-90515.8106219334,-84.2546684638917
2292.11523,8966.48316947185,-88815.2355440166,7.81800984298667E-10,8966.48316947185,-88815.2355440166,-84.2351462037356
2336.08705,8887.6153911839,-87203.9510171682,7.81258845330904E-10,8887.6153911839,-87203.9510171682,-84.1806463867501
2380.902422,8705.78174971339,-85787.5013867823,7.79209997279572E-10,8705.78174971339,-85787.5013867823,-84.2054173487642
2426.577531,8542.23576000841,-84082.423420415,7.80046943208841E-10,8542.23576000841,-84082.423420415,-84.1990188941183
2473.128868,8522.00148492593,-82867.2440540756,7.76587666941147E-10,8522.00148492593,-82867.2440540756,-84.1283887344819
2520.573244,8194.02509676185,-81340.4373056648,7.7627268867706E-10,8194.02509676185,-81340.4373056648,-84.2475776850143
2568.92779,8146.01743460949,-79853.6900905103,7.75841925873832E-10,8146.01743460949,-79853.6900905103,-84.1753042282122
2618.209967,8070.29500745835,-78393.0425839903,7.75422037088312E-10,8070.29500745835,-78393.0425839903,-84.1223014905816
2668.437571,7932.60209196157,-76980.2173184771,7.74789902401283E-10,7932.60209196157,-76980.2173184771,-84.1165918584576
2719.628739,7591.17583712701,-75783.9977994119,7.7220569129869E-10,7591.17583712701,-75783.9977994119,-84.279843440041
2771.801955,7954.00921847567,-74304.3720106432,7.72758101481186E-10,7954.00921847567,-74304.3720106432,-83.8899651639113
2824.97606,7617.72459099366,-73044.183642236,7.71293586636645E-10,7617.72459099366,-73044.183642236,-84.0461877835539
2879.170254,7350.92033562532,-71638.6268879019,7.71623652960219E-10,7350.92033562532,-71638.6268879019,-84.1413200986327
2934.404107,7378.64681374711,-70422.3442537264,7.7017555787229E-10,7378.64681374711,-70422.3442537264,-84.018541069328
2990.697562,7264.74092212675,-69280.5151103848,7.68133183103102E-10,7264.74092212675,-69280.5151103848,-84.013852467846
3048.070949,7106.05930651819,-68027.9300167402,7.67551992918228E-10,7106.05930651819,-68027.9300167402,-84.036626288123
3106.544984,7109.96134478057,-66959.0026696087,7.65126966153318E-10,7109.96134478057,-66959.0026696087,-83.9388282224788
3166.140781,6907.75827564543,-65666.711032966,7.65499030700886E-10,6907.75827564543,-65666.711032966,-83.9949007828645
3226.879862,6799.05596229652,-64508.4117560081,7.64576570568864E-10,6799.05596229652,-64508.4117560081,-83.9833543565324
3288.784157,6836.62064616303,-63373.5218125868,7.63619337031864E-10,6836.62064616303,-63373.5218125868,-83.8428465406136
3351.876022,6593.01853232952,-62379.2171251522,7.61188581679767E-10,6593.01853232952,-62379.2171251522,-83.9666623844588
3416.178237,6473.895419169,-61221.6362049177,7.60982514110297E-10,6473.895419169,-61221.6362049177,-83.9636779499993
3481.714023,6361.43948488998,-60069.6595726092,7.60977584428194E-10,6361.43948488998,-60069.6595726092,-83.9548489606375
3548.507044,6202.31729769998,-59130.0408130943,7.58518681070381E-10,6202.31729769998,-59130.0408130943,-84.0119805679216
3616.581419,6227.40161051529,-58008.4037754295,7.58631671689722E-10,6227.40161051529,-58008.4037754295,-83.8725682078868
3685.961729,6118.40953509265,-56934.9162312113,7.58386553129303E-10,6118.40953509265,-56934.9162312113,-83.8663498260973
3756.673027,5979.95913526712,-56011.018326605,7.56385624827231E-10,5979.95913526712,-56011.018326605,-83.9059590902073
3828.740847,5915.52128713763,-55053.7080847595,7.55053255314845E-10,5915.52128713763,-55053.7080847595,-83.867098372205
3902.191213,5700.10325302988,-53975.3569303831,7.55641953452366E-10,5700.10325302988,-53975.3569303831,-83.9715858032246
3977.050646,5556.1861589994,-53079.9139876606,7.53926136985336E-10,5556.1861589994,-53079.9139876606,-84.0242764523452
4053.346179,5633.99318055454,-52113.9924958107,7.53445926096811E-10,5633.99318055454,-52113.9924958107,-83.8297726920481
4131.105362,5435.15757622925,-51254.3795306618,7.5166249219821E-10,5435.15757622925,-51254.3795306618,-83.9468173488034
4210.356272,5459.55403677628,-50309.4132913481,7.51366853890294E-10,5459.55403677628,-50309.4132913481,-83.8065253421343
4291.127528,5205.87439556906,-49457.5172059931,7.49922526574268E-10,5205.87439556906,-49457.5172059931,-83.9912003386522
4373.448296,5210.12264247228,-48601.2949826609,7.48769755387382E-10,5210.12264247228,-48601.2949826609,-83.8811851842942
4457.348301,5098.56324011809,-47709.6108911701,7.48406732260474E-10,5098.56324011809,-47709.6108911701,-83.9001464060074
4542.857839,4982.97836206425,-46885.9522484846,7.47219581158361E-10,4982.97836206425,-46885.9522484846,-83.9334511537793
4630.007788,4965.25013379094,-46073.3586353721,7.46085393551885E-10,4965.25013379094,-46073.3586353721,-83.8490670601178
4718.829616,4824.05441425817,-45278.3041676433,7.44896069299238E-10,4824.05441425817,-45278.3041676433,-83.9185177760363
4809.355399,4729.05720027687,-44457.6776840112,7.44365930326895E-10,4729.05720027687,-44457.6776840112,-83.928159077174
4901.617823,4650.4926348476,-43656.0815916467,7.43765334247469E-10,4650.4926348476,-43656.0815916467,-83.9194605134958
4995.650204,4705.34054200224,-42928.1667346835,7.42139877257428E-10,4705.34054200224,-42928.1667346835,-83.7448015088051
5091.486498,4579.14060955612,-42186.9648200335,7.40964249612107E-10,4579.14060955612,-42186.9648200335,-83.805141552573
5189.161311,4464.52775121961,-41407.7675768541,7.40697950977954E-10,4464.52775121961,-41407.7675768541,-83.8462210752905
5288.709912,4379.08494903294,-40688.2109242401,7.39608325186321E-10,4379.08494903294,-40688.2109242401,-83.8571639831357
5390.168248,4295.30044914412,-39980.1878677559,7.38538227376147E-10,4295.30044914412,-39980.1878677559,-83.8679073274808
5493.572956,4234.51398154085,-39312.6104108339,7.36942074720068E-10,4234.51398154085,-39312.6104108339,-83.8521522501837
5598.961374,4234.56462011709,-38593.7161685748,7.36539532243977E-10,4234.56462011709,-38593.7161685748,-83.7384619432974
5706.371558,4093.14668498823,-37977.7096143707,7.34397713072728E-10,4093.14668498823,-37977.7096143707,-83.8485430901679
5815.842293,4023.26618049482,-37302.3889071526,7.33619496736308E-10,4023.26618049482,-37302.3889071526,-83.8441339370516
5927.41311,3937.28101720867,-36633.978890914,7.32944085147055E-10,3937.28101720867,-36633.978890914,-83.8656144534635
6041.124295,3933.78931218388,-35909.1381956148,7.33664284875963E-10,3933.78931218388,-35909.1381956148,-83.7482671277245
6157.01691,3824.03697500496,-35354.3898261004,7.31149923731278E-10,3824.03697500496,-35354.3898261004,-83.8267160090614
6275.132802,3786.86159129465,-34743.7820075489,7.29995392245635E-10,3786.86159129465,-34743.7820075489,-83.7796617335165
6395.514624,3714.26533650921,-34164.6014727404,7.28397214353004E-10,3714.26533650921,-34164.6014727404,-83.7953559090818
6518.205844,3699.15707543267,-33462.2120742776,7.29688350894883E-10,3699.15707543267,-33462.2120742776,-83.6917204768538
6643.250766,3614.23592161866,-32906.465268653,7.28045046603824E-10,3614.23592161866,-32906.465268653,-83.7321210658436
6770.694544,3524.19849494832,-32303.7148812208,7.27669952205873E-10,3524.19849494832,-32303.7148812208,-83.7738959713744
6900.583196,3502.51215860016,-31779.8423637786,7.25742567339488E-10,3502.51215860016,-31779.8423637786,-83.7107142435408
7032.963626,3476.29043831352,-31214.0754069753,7.24988779528604E-10,3476.29043831352,-31214.0754069753,-83.6451946514485
7167.883635,3348.58106486451,-30695.3793950095,7.2336281493523E-10,3348.58106486451,-30695.3793950095,-83.7741815943252
7305.391942,3312.10347038804,-30130.7887023236,7.23046304031054E-10,3312.10347038804,-30130.7887023236,-83.7269914656583
7445.538201,3274.19764908335,-29641.2848513671,7.21152329094938E-10,3274.19764908335,-29641.2848513671,-83.6966211285266
7588.373019,3226.56068836666,-29102.375736076,7.20680907780594E-10,3226.56068836666,-29102.375736076,-83.6734931248996
7733.947973,3111.17042968418,-28553.7733192121,7.2070142039018E-10,3111.17042968418,-28553.7733192121,-83.7816799624176
7882.315629,3079.40669070901,-28066.2345874964,7.19419424297729E-10,3079.40669070901,-28066.2345874964,-83.7385945028203
8033.529563,3022.32849690553,-27592.4476065301,7.17998453583383E-10,3022.32849690553,-27592.4476065301,-83.749047891112
8187.644376,2967.66008176724,-27127.6289100449,7.16554659759874E-10,2967.66008176724,-27127.6289100449,-83.7568841668797
8344.715721,2902.82131902503,-26627.9596757204,7.1625999419199E-10,2902.82131902503,-26627.9596757204,-83.778523750396
8504.800314,2900.07399168424,-26181.618438504,7.14758816650275E-10,2900.07399168424,-26181.618438504,-83.67925296526
8667.955961,2825.10578879264,-25684.258059226,7.14885372159519E-10,2825.10578879264,-25684.258059226,-83.7230598930215
8834.241578,2805.95406354223,-25270.3666204048,7.12917569507748E-10,2805.95406354223,-25270.3666204048,-83.6639840231805
9003.717209,2724.32930112504,-24824.4515382454,7.12063333999151E-10,2724.32930112504,-24824.4515382454,-83.7372063816928
9176.444052,2667.97438813775,-24385.3869873193,7.11239811961728E-10,2667.97438813775,-24385.3869873193,-83.7561755304934
9352.484478,2649.73742842642,-23975.7570070805,7.09775177765371E-10,2649.73742842642,-23975.7570070805,-83.6934148602714
9531.902055,2592.35442467452,-23539.5653274791,7.09319862921251E-10,2592.35442467452,-23539.5653274791,-83.7154814645097
9714.761568,2580.99109290837,-23121.8569425295,7.08541472835897E-10,2580.99109290837,-23121.8569425295,-83.6306914974699
9901.12905,2518.78714625032,-22711.8304100403,7.07755534133873E-10,2518.78714625032,-22711.8304100403,-83.6716442702437
10091.071795,2480.0945638019,-22318.5308758823,7.06670939165315E-10,2480.0945638019,-22318.5308758823,-83.6591545062817
10284.658392,2435.86992238285,-21925.5013625674,7.05798494385676E-10,2435.86992238285,-21925.5013625674,-83.660574642256
10481.958744,2396.63373920826,-21567.8330440131,7.03997590301303E-10,2396.63373920826,-21567.8330440131,-83.6592628388054
10683.044096,2356.23931100818,-21172.6328557775,7.0363955281861E-10,2356.23931100818,-21172.6328557775,-83.6498522683774
10887.987059,2319.00775919963,-20794.0116669838,7.02965890087811E-10,2319.00775919963,-20794.0116669838,-83.6365052439987
11096.861637,2254.3637650521,-20431.7959737797,7.01961700609028E-10,2254.3637650521,-20431.7959737797,-83.7036778651858
11309.743254,2234.44050653201,-20079.7164958138,7.00825360216404E-10,2234.44050653201,-20079.7164958138,-83.6503353465358
11526.708781,2209.37697853897,-19735.408583096,6.99630426832347E-10,2209.37697853897,-19735.408583096,-83.6123397691594
11747.836564,2157.78416248425,-19387.9554223229,6.98763518791769E-10,2157.78416248425,-19387.9554223229,-83.6493960389061
11973.20645,2126.26870110473,-19039.1779047309,6.9817045850953E-10,2126.26870110473,-19039.1779047309,-83.6276921569638
12202.89982,2075.16193336389,-18718.6469763611,6.96759071744057E-10,2075.16193336389,-18718.6469763611,-83.6739823029601
12436.999616,2028.98865586298,-18388.9781022792,6.95900125926974E-10,2028.98865586298,-18388.9781022792,-83.7036121254639
12675.590371,2016.49278026586,-18061.2881231571,6.95189517522076E-10,2016.49278026586,-18061.2881231571,-83.6294673223708
12918.758238,1983.20077280582,-17740.9858641679,6.94419025288761E-10,1983.20077280582,-17740.9858641679,-83.6215922732502
13166.591025,1929.54076966509,-17429.4569110475,6.93526292994263E-10,1929.54076966509,-17429.4569110475,-83.6827525878139
13419.178223,1905.54914886532,-17123.117869637,6.9264605422161E-10,1905.54914886532,-17123.117869637,-83.6499570051355
13676.611041,1864.70131278576,-16826.881393294,6.91572956609164E-10,1864.70131278576,-16826.881393294,-83.6764653849049
13938.982437,1830.83617511369,-16532.2284387759,6.90649438586137E-10,1830.83617511369,-16532.2284387759,-83.680617074042
14206.387151,1804.88130529146,-16251.5601901871,6.89352611416161E-10,1804.88130529146,-16251.5601901871,-83.6627601061998
14478.921744,1775.6643217165,-15951.4199996237,6.89103666533468E-10,1775.6643217165,-15951.4199996237,-83.648155453192
14756.684627,1753.81100106122,-15679.0630670159,6.8787769732985E-10,1753.81100106122,-15679.0630670159,-83.6176036673056
15039.776098,1724.76843185621,-15404.5889566867,6.86955565446623E-10,1724.76843185621,-15404.5889566867,-83.611508603518
15328.298381,1696.18358730323,-15145.7509243413,6.85544065037606E-10,1696.18358730323,-15145.7509243413,-83.6100296678579
15622.355661,1660.97938313574,-14869.469427842,6.85138130860944E-10,1660.97938313574,-14869.469427842,-83.6262540313622
15922.054121,1624.16102748615,-14610.9865766989,6.84134503464921E-10,1624.16102748615,-14610.9865766989,-83.657026738935
16227.50198,1588.48772284835,-14357.8942330473,6.8308965942115E-10,1588.48772284835,-14357.8942330473,-83.6867478882615
16538.809534,1581.05372574894,-14107.1192835978,6.82146330603717E-10,1581.05372574894,-14107.1192835978,-83.6052674635314
16856.089197,1548.41254871489,-13860.1415073158,6.8123295118999E-10,1548.41254871489,-13860.1415073158,-83.625522607564
17179.455537,1515.50400606782,-13620.6064620872,6.80165016550596E-10,1515.50400606782,-13620.6064620872,-83.6510687106397
17509.025319,1499.81065838033,-13382.3151592503,6.79245715089215E-10,1499.81065838033,-13382.3151592503,-83.6053128371717
17844.917551,1473.53790946577,-13142.932966365,6.78599121486442E-10,1473.53790946577,-13142.932966365,-83.6029199727815
18187.253522,1444.80223617496,-12917.8167323122,6.77429168034782E-10,1444.80223617496,-12917.8167323122,-83.6182361307478
18536.156849,1408.56654593774,-12692.0469310181,6.76501504262125E-10,1408.56654593774,-12692.0469310181,-83.6672146931761
18891.753519,1395.93757126151,-12467.8481212599,6.75703794435205E-10,1395.93757126151,-12467.8481212599,-83.6115988645232
19254.171937,1368.65786081288,-12251.8910653442,6.74671180745201E-10,1368.65786081288,-12251.8910653442,-83.62591925243
19623.542971,1344.20798661141,-12037.5415857223,6.73759513508865E-10,1344.20798661141,-12037.5415857223,-83.6282928890402
20000,1318.53097557996,-11823.2543387182,6.73058950320906E-10,1318.53097557996,-11823.2543387182,-83.6366594827936

