Frequency (Hz),Trace 1: Impedance: Real (Ω),Trace 1: Impedance: Imaginary (Ω),Trace 1: Impedance: Rs (Ω),Trace 2: Impedance: Real (Ω),Trace 2: Impedance: Imaginary (Ω),Trace 2: Impedance: Phase (°)
1071.848606,14000.9996967422,-173563.174257519,14000.9996967422,14000.9996967422,-173563.174257519,-85.3880487552967
1092.410894,14270.0629475445,-170902.13861979,14270.0629475445,14270.0629475445,-170902.13861979,-85.2269634370322
1113.367647,13609.2186388512,-167218.841349721,13609.2186388512,13609.2186388512,-167218.841349721,-85.3471989117023
1134.726435,13862.4046250608,-164027.826912071,13862.4046250608,13862.4046250608,-164027.826912071,-85.169268546453
1156.494968,13136.8809361349,-161530.375882897,13136.8809361349,13136.8809361349,-161530.375882897,-85.3505035024285
1178.681107,13234.4914948105,-158658.159316231,13234.4914948105,13234.4914948105,-158658.159316231,-85.2317038755561
1201.292864,13031.8040475092,-156042.357304107,13031.8040475092,13031.8040475092,-156042.357304107,-85.2260482885835
1224.338404,12772.6538374942,-152875.35630149,12772.6538374942,12772.6538374942,-152875.35630149,-85.2240606464303
1247.826048,12420.1354415302,-150240.186364241,12420.1354415302,12420.1354415302,-150240.186364241,-85.2741880844402
1271.764278,11757.4641071465,-147281.351510154,11757.4641071465,11757.4641071465,-147281.351510154,-85.4357596023779
1296.161738,12111.9131342866,-144730.325292749,12111.9131342866,12111.9131342866,-144730.325292749,-85.2162875618346
1321.027238,12073.6890471675,-142216.707201975,12073.6890471675,12073.6890471675,-142216.707201975,-85.147429362065
1346.369756,11919.8311108338,-139658.313291088,11919.8311108338,11919.8311108338,-139658.313291088,-85.1216304090319
1372.198443,11614.7919106297,-137449.332237374,11614.7919106297,11614.7919106297,-137449.332237374,-85.1698468449519
1398.522627,11339.4859349772,-135108.722794198,11339.4859349772,11339.4859349772,-135108.722794198,-85.2024889368244
1425.351812,11680.6831919887,-132400.853190717,11680.6831919887,11680.6831919887,-132400.853190717,-84.9582982508486
1452.695687,10930.4380321595,-129875.842340033,10930.4380321595,10930.4380321595,-129875.842340033,-85.1892855058888
1480.564126,10927.9558204191,-127759.725437818,10927.9558204191,10927.9558204191,-127759.725437818,-85.1110927622627
1508.967191,10788.6759957531,-125501.895872679,10788.6759957531,10788.6759957531,-125501.895872679,-85.0866905665506
1537.915139,10497.5960755591,-123405.472345783,10497.5960755591,10497.5960755591,-123405.472345783,-85.1377890832364
1567.418423,10466.6954593153,-121177.636222151,10466.6954593153,10466.6954593153,-121177.636222151,-85.0633403555761
1597.487697,10294.649911364,-118771.138625375,10294.649911364,10294.649911364,-118771.138625375,-85.0461913036486
1628.133818,10071.6664771832,-116712.94873711,10071.6664771832,10071.6664771832,-116712.94873711,-85.0679171045228
1659.367852,9932.34384086161,-114857.779249936,9932.34384086161,9932.34384086161,-114857.779249936,-85.0576339174249
1691.201079,10014.9235862866,-112844.37748793,10014.9235862866,10014.9235862866,-112844.37748793,-84.9282951148466
1723.644993,9600.04644392461,-110894.262067863,9600.04644392461,9600.04644392461,-110894.262067863,-85.0522756763074
1756.711309,9353.03191758487,-108632.073453109,9353.03191758487,9353.03191758487,-108632.073453109,-85.0790689166427
1790.411967,9258.54914923759,-106781.089576206,9258.54914923759,9258.54914923759,-106781.089576206,-85.0445120895503
1824.759137,9021.02155350558,-104922.502673463,9021.02155350558,9021.02155350558,-104922.502673463,-85.0859112851452
1859.765222,8916.77807612615,-103033.770718068,8916.77807612615,8916.77807612615,-103033.770718068,-85.0538159435879
1895.442861,8880.40704281828,-101108.822486659,8880.40704281828,8880.40704281828,-101108.822486659,-84.980581218498
1931.804939,8635.94949786896,-99450.6257840225,8635.94949786896,8635.94949786896,-99450.6257840225,-85.037081482158
1968.864584,8433.55667019354,-97592.0719113275,8433.55667019354,8433.55667019354,-97592.0719113275,-85.0609744830083
2006.63518,8640.86818432063,-95826.4150247614,8640.86818432063,8640.86818432063,-95826.4150247614,-84.8474547481572
2045.130365,8065.48090185705,-94140.1192508153,8065.48090185705,8065.48090185705,-94140.1192508153,-85.1031262219756
2084.36404,8130.39408409121,-92659.7993460638,8130.39408409121,8130.39408409121,-92659.7993460638,-84.9854494415492
2124.350371,7973.39359801765,-90756.1124496609,7973.39359801765,7973.39359801765,-90756.1124496609,-84.9791609592524
2165.103798,7963.30294250583,-89354.6779758453,7963.30294250583,7963.30294250583,-89354.6779758453,-84.9072455896608
2206.639037,7694.28863457198,-87664.9076476289,7694.28863457198,7694.28863457198,-87664.9076476289,-84.9840425591563
2248.971086,7820.24171587513,-86074.6235013423,7820.24171587513,7820.24171587513,-86074.6235013423,-84.8086899123025
2292.11523,7403.70175432528,-84644.8007592131,7403.70175432528,7403.70175432528,-84644.8007592131,-85.0011814432233
2336.08705,7208.76475730037,-83316.6317273519,7208.76475730037,7208.76475730037,-83316.6317273519,-85.0549401688853
2380.902422,7085.16639652298,-81726.9665631683,7085.16639652298,7085.16639652298,-81726.9665631683,-85.0452376895817
2426.577531,6987.86511148817,-80151.4939784697,6987.86511148817,6987.86511148817,-80151.4939784697,-85.0173683051237
2473.128868,7133.63762346678,-78829.7629314689,7133.63762346678,7133.63762346678,-78829.7629314689,-84.8291476920657
2520.573244,6928.57799619507,-77350.728389235,6928.57799619507,6928.57799619507,-77350.728389235,-84.8814748104086
2568.92779,6729.5312297032,-76044.069832598,6729.5312297032,6729.5312297032,-76044.069832598,-84.9427757437349
2618.209967,6494.54961746182,-74659.0233145579,6494.54961746182,6494.54961746182,-74659.0233145579,-85.0283850780611
2668.437571,6549.93917001538,-73397.4720502403,6549.93917001538,6549.93917001538,-73397.4720502403,-84.9004729583736
2719.628739,6279.44777837149,-72106.703294832,6279.44777837149,6279.44777837149,-72106.703294832,-85.0229253216402
2771.801955,6191.61943242706,-70752.5806236748,6191.61943242706,6191.61943242706,-70752.5806236748,-84.9987376938323
2824.97606,6187.67999420979,-69513.1106122843,6187.67999420979,6187.67999420979,-69513.1106122843,-84.9132473916574
2879.170254,5994.96163969616,-68293.2720176963,5994.96163969616,5994.96163969616,-68293.2720176963,-84.983286487287
2934.404107,6001.13026163563,-67160.2604226407,6001.13026163563,6001.13026163563,-67160.2604226407,-84.8938750681501
2990.697562,5812.537030728,-65908.010507234,5812.537030728,5812.537030728,-65908.010507234,-84.9600295248825
3048.070949,5912.78401355114,-64756.0455389401,5912.78401355114,5912.78401355114,-64756.0455389401,-84.7828692158752
3106.544984,5720.65287748968,-63520.0281607064,5720.65287748968,5720.65287748968,-63520.0281607064,-84.8537903137581
3166.140781,5700.93514246625,-62432.8480612457,5700.93514246625,5700.93514246625,-62432.8480612457,-84.7826152498438
3226.879862,5589.40463424197,-61337.9510378961,5589.40463424197,5589.40463424197,-61337.9510378961,-84.793317015907
3288.784157,5570.56151253822,-60228.2348936949,5570.56151253822,5570.56151253822,-60228.2348936949,-84.7156978930376
3351.876022,5347.69504978857,-59126.0265585462,5347.69504978857,5347.69504978857,-59126.0265585462,-84.8319047261315
3416.178237,5303.58559698376,-58192.2287456246,5303.58559698376,5303.58559698376,-58192.2287456246,-84.7925025508422
3481.714023,5316.51640626389,-57112.8547553556,5316.51640626389,5316.51640626389,-57112.8547553556,-84.6817815981606
3548.507044,5115.19613010196,-56115.2112931956,5115.19613010196,5115.19613010196,-56115.2112931956,-84.7915831154844
3616.581419,5115.46949768013,-55119.9669405696,5115.46949768013,5115.46949768013,-55119.9669405696,-84.6977896025624
3685.961729,4977.20761120723,-54082.5845463036,4977.20761120723,4977.20761120723,-54082.5845463036,-84.7418938996093
3756.673027,4872.63359529886,-53137.2635753419,4872.63359529886,4872.63359529886,-53137.2635753419,-84.760687172677
3828.740847,4807.23304754745,-52268.6977645114,4807.23304754745,4807.23304754745,-52268.6977645114,-84.7452015578415
3902.191213,4773.86941846317,-51285.1188716039,4773.86941846317,4773.86941846317,-51285.1188716039,-84.681953522359
3977.050646,4631.78155899161,-50344.8214996432,4631.78155899161,4631.78155899161,-50344.8214996432,-84.7435196260921
4053.346179,4636.40626361294,-49420.2496464915,4636.40626361294,4636.40626361294,-49420.2496464915,-84.6404308610263
4131.105362,4578.68474609845,-48556.5727163582,4578.68474609845,4578.68474609845,-48556.5727163582,-84.6131724193222
4210.356272,4405.47623439287,-47733.6921311677,4405.47623439287,4405.47623439287,-47733.6921311677,-84.7269499425548
4291.127528,4256.13419275089,-46926.8517861133,4256.13419275089,4256.13419275089,-46926.8517861133,-84.8176121064545
4373.448296,4308.57709465501,-46078.5024630203,4308.57709465501,4308.57709465501,-46078.5024630203,-84.6580821526732
4457.348301,4215.29834993764,-45274.5345122234,4215.29834993764,4215.29834993764,-45274.5345122234,-84.680794871986
4542.857839,4113.35871259401,-44406.5615914264,4113.35871259401,4113.35871259401,-44406.5615914264,-84.707820711323
4630.007788,4063.08663812392,-43656.2823815643,4063.08663812392,4063.08663812392,-43656.2823815643,-84.6828037100186
4718.829616,3996.57869070105,-42864.4352415033,3996.57869070105,3996.57869070105,-42864.4352415033,-84.6732767623388
4809.355399,3954.52587712552,-42101.327129057,3954.52587712552,3954.52587712552,-42101.327129057,-84.6340215933063
4901.617823,3858.47033277579,-41448.8629332522,3858.47033277579,3858.47033277579,-41448.8629332522,-84.6816689181985
4995.650204,3762.39632349679,-40630.3230530301,3762.39632349679,3762.39632349679,-40630.3230530301,-84.7094582687601
5091.486498,3770.9948028358,-39878.2941603652,3770.9948028358,3770.9948028358,-39878.2941603652,-84.5980260787853
5189.161311,3698.76117223378,-39195.2267236797,3698.76117223378,3698.76117223378,-39195.2267236797,-84.6090969445818
5288.709912,3624.76296200503,-38514.5814333658,3624.76296200503,3624.76296200503,-38514.5814333658,-84.6234992726873
5390.168248,3508.29171164331,-37847.6667152328,3508.29171164331,3508.29171164331,-37847.6667152328,-84.7040978435964
5493.572956,3454.64521054151,-37190.1279407023,3454.64521054151,3454.64521054151,-37190.1279407023,-84.6929410904081
5598.961374,3432.12787482681,-36553.3519184714,3432.12787482681,3432.12787482681,-36553.3519184714,-84.6360158575708
5706.371558,3363.29374575224,-35866.2566677462,3363.29374575224,3363.29374575224,-35866.2566677462,-84.6428571429008
5815.842293,3316.56800602735,-35224.5290726452,3316.56800602735,3316.56800602735,-35224.5290726452,-84.6211692205853
5927.41311,3200.76379935033,-34684.9666295326,3200.76379935033,3200.76379935033,-34684.9666295326,-84.7276198367831
6041.124295,3195.61976086743,-33985.9993924506,3195.61976086743,3195.61976086743,-33985.9993924506,-84.6284122997556
6157.01691,3138.48533659399,-33374.8639264097,3138.48533659399,3138.48533659399,-33374.8639264097,-84.6278522106146
6275.132802,3096.66319719216,-32809.4301820269,3096.66319719216,3096.66319719216,-32809.4301820269,-84.6082062304759
6395.514624,3033.08640298313,-32230.0181042297,3033.08640298313,3033.08640298313,-32230.0181042297,-84.6238708967787
6518.205844,2974.25056915355,-31666.7607157176,2974.25056915355,2974.25056915355,-31666.7607157176,-84.6343252675405
6643.250766,2938.88011574893,-31088.4701227634,2938.88011574893,2938.88011574893,-31088.4701227634,-84.5997178521661
6770.694544,2889.70092558798,-30560.3386241593,2889.70092558798,2889.70092558798,-30560.3386241593,-84.5983305732908
6900.583196,2839.10859635036,-29997.8094786553,2839.10859635036,2839.10859635036,-29997.8094786553,-84.5934107676559
7032.963626,2823.83049777385,-29469.0596226574,2823.83049777385,2823.83049777385,-29469.0596226574,-84.5264261065655
7167.883635,2721.91981278462,-28968.3572263499,2721.91981278462,2721.91981278462,-28968.3572263499,-84.6321440591974
7305.391942,2747.15683130977,-28432.3578970643,2747.15683130977,2747.15683130977,-28432.3578970643,-84.4811679016858
7445.538201,2645.37005033041,-27935.4674610312,2645.37005033041,2645.37005033041,-27935.4674610312,-84.5904643026507
7588.373019,2579.85694226194,-27447.7220683632,2579.85694226194,2579.85694226194,-27447.7220683632,-84.6304498391156
7733.947973,2582.89659261988,-26977.7994489271,2582.89659261988,2582.89659261988,-26977.7994489271,-84.5310822424792
7882.315629,2521.51179848017,-26493.640983467,2521.51179848017,2521.51179848017,-26493.640983467,-84.5632944834673
8033.529563,2497.83834951777,-25985.5851716555,2497.83834951777,2497.83834951777,-25985.5851716555,-84.5093699270696
8187.644376,2425.18618691037,-25558.8927930094,2425.18618691037,2425.18618691037,-25558.8927930094,-84.5796495700398
8344.715721,2400.71971993135,-25081.4572594885,2400.71971993135,2400.71971993135,-25081.4572594885,-84.5324814324203
8504.800314,2314.59529319499,-24670.3982080538,2314.59529319499,2314.59529319499,-24670.3982080538,-84.6401565545229
8667.955961,2311.99174846904,-24232.5273706731,2311.99174846904,2311.99174846904,-24232.5273706731,-84.5499861780509
8834.241578,2277.46140518258,-23781.713879873,2277.46140518258,2277.46140518258,-23781.713879873,-84.5297380954039
9003.717209,2251.13226223923,-23368.7785494978,2251.13226223923,2251.13226223923,-23368.7785494978,-84.4976318976906
9176.444052,2170.22700586787,-22948.3652150868,2170.22700586787,2170.22700586787,-22948.3652150868,-84.5976050458924
9352.484478,2163.78350666823,-22562.5436698441,2163.78350666823,2163.78350666823,-22562.5436698441,-84.5219973650613
9531.902055,2101.54871684267,-22150.0490319554,2101.54871684267,2101.54871684267,-22150.0490319554,-84.580124464154
9714.761568,2077.28545662295,-21758.4334449207,2077.28545662295,2077.28545662295,-21758.4334449207,-84.546480133734
9901.12905,1987.6682565063,-21394.1007789516,1987.6682565063,1987.6682565063,-21394.1007789516,-84.6920408704457
10091.071795,2001.08141382981,-21014.1714668622,2001.08141382981,2001.08141382981,-21014.1714668622,-84.5603927865047
10284.658392,1965.85545748499,-20638.0245395279,1965.85545748499,1965.85545748499,-20638.0245395279,-84.5587619475236
10481.958744,1944.7440553082,-20285.75832155,1944.7440553082,1944.7440553082,-20285.75832155,-84.523934479475
10683.044096,1913.08142733485,-19923.3720611698,1913.08142733485,1913.08142733485,-19923.3720611698,-84.5151622849292
10887.987059,1860.49303102042,-19564.5769746357,1860.49303102042,1860.49303102042,-19564.5769746357,-84.5677943436962
11096.861637,1834.71895846421,-19227.4008604747,1834.71895846421,1834.71895846421,-19227.4008604747,-84.5492202472161
11309.743254,1804.67463746727,-18870.8255856852,1804.67463746727,1804.67463746727,-18870.8255856852,-84.5372428816823
11526.708781,1778.25171196259,-18553.0801033733,1778.25171196259,1778.25171196259,-18553.0801033733,-84.5251122761503
11747.836564,1733.23580217008,-18216.5989769022,1733.23580217008,1733.23580217008,-18216.5989769022,-84.5648995091631
11973.20645,1703.79994581737,-17891.1669848743,1703.79994581737,1703.79994581737,-17891.1669848743,-84.5600510934883
12202.89982,1693.55773756528,-17592.1926395951,1693.55773756528,1693.55773756528,-17592.1926395951,-84.5012189811777
12436.999616,1657.1410779848,-17286.0495052075,1657.1410779848,1657.1410779848,-17286.0495052075,-84.5240281585676
12675.590371,1621.66111660388,-16964.1368946647,1621.66111660388,1621.66111660388,-16964.1368946647,-84.5394888406437
12918.758238,1603.36014538383,-16652.0902717663,1603.36014538383,1603.36014538383,-16652.0902717663,-84.5001833351075
13166.591025,1568.59402506335,-16368.5828622714,1568.59402506335,1568.59402506335,-16368.5828622714,-84.5260862654854
13419.178223,1533.76942295861,-16092.8819015596,1533.76942295861,1533.76942295861,-16092.8819015596,-84.5557374381726
13676.611041,1511.08216014609,-15795.1430611293,1511.08216014609,1511.08216014609,-15795.1430611293,-84.5352859101636
13938.982437,1482.25655091879,-15506.2926085389,1482.25655091879,1482.25655091879,-15506.2926085389,-84.5396504495377
14206.387151,1448.08827555176,-15242.0628784983,1448.08827555176,1448.08827555176,-15242.0628784983,-84.5728436361966
14478.921744,1433.27113004666,-14970.9642649627,1433.27113004666,1433.27113004666,-14970.9642649627,-84.5313565698523
14756.684627,1418.04292768234,-14714.0670988775,1418.04292768234,1418.04292768234,-14714.0670988775,-84.4952181722608
15039.776098,1379.53652571587,-14452.1364823219,1379.53652571587,1379.53652571587,-14452.1364823219,-84.547321411284
15328.298381,1348.71206514179,-14197.99756319,1348.71206514179,1348.71206514179,-14197.99756319,-84.5735782553933
15622.355661,1329.4976327801,-13943.9869151889,1329.4976327801,1329.4976327801,-13943.9869151889,-84.5535645048464
15922.054121,1303.58597006358,-13697.0605454794,1303.58597006358,1303.58597006358,-13697.0605454794,-84.5633822781971
16227.50198,1299.69137869566,-13460.7177182917,1299.69137869566,1299.69137869566,-13460.7177182917,-84.4849371172001
16538.809534,1266.66919422359,-13218.3613705904,1266.66919422359,1266.66919422359,-13218.3613705904,-84.526260237357
16856.089197,1253.40921375864,-12979.9062031579,1253.40921375864,1253.40921375864,-12979.9062031579,-84.4843147923694
17179.455537,1214.97841632115,-12760.2934900876,1214.97841632115,1214.97841632115,-12760.2934900876,-84.5609478694304
17509.025319,1195.6395437654,-12528.3444143108,1195.6395437654,1195.6395437654,-12528.3444143108,-84.5485013952176
17844.917551,1169.99634287116,-12317.8969409922,1169.99634287116,1169.99634287116,-12317.8969409922,-84.5741272912388
18187.253522,1153.48704400569,-12093.3405093729,1153.48704400569,1153.48704400569,-12093.3405093729,-84.5514968724493
18536.156849,1125.90314719067,-11890.3563389866,1125.90314719067,1125.90314719067,-11890.3563389866,-84.5907655027286
18891.753519,1112.92229030843,-11676.0296357821,1112.92229030843,1112.92229030843,-11676.0296357821,-84.5551966120222
19254.171937,1096.42341932648,-11469.1167277015,1096.42341932648,1096.42341932648,-11469.1167277015,-84.5392389461023
19623.542971,1077.4861616329,-11265.4879797179,1077.4861616329,1077.4861616329,-11265.4879797179,-84.5365717335495
20000,1053.52602963527,-11059.8116759116,1053.52602963527,1053.52602963527,-11059.8116759116,-84.5585865925524

